Stkcd,Reptdt,Lev,Cash
300045,2016/12/31,0.207977,0.107029
300147,2016/12/31,0.538806,0.07337
300182,2016/12/31,0.286517,0.235147
300278,2016/12/31,0.640136,-0.037578
300223,2016/12/31,0.032811,-1.774721
300156,2016/12/31,0.487197,0.115268
300341,2016/12/31,0.120665,0.805317
300026,2016/12/31,0.170665,0.369494
300567,2016/12/31,0.270048,
300044,2016/12/31,0.563653,-0.095661
300215,2016/12/31,0.489065,0.159042
300244,2016/12/31,0.554717,0.060044
300319,2016/12/31,0.284344,0.38242
300037,2016/12/31,0.210507,0.416598
300235,2016/12/31,0.065566,0.362237
300370,2016/12/31,0.532352,-0.06402
300537,2016/12/31,0.177301,
300406,2016/12/31,0.056481,2.867164
300451,2016/12/31,0.332519,0.357359
300086,2016/12/31,0.144705,0.321672
300188,2016/12/31,0.279485,0.55349
300336,2016/12/31,0.36306,0.3347
300495,2016/12/31,0.461856,-0.125081
300103,2016/12/31,0.143736,0.239553
300027,2016/12/31,0.503823,0.088447
300159,2016/12/31,0.267631,0.094893
300335,2016/12/31,0.525385,0.277516
300575,2016/12/31,0.36987,
300296,2016/12/31,0.45607,0.004158
300092,2016/12/31,0.263377,-0.126329
300127,2016/12/31,0.067232,0.890001
300338,2016/12/31,0.209192,0.179233
300443,2016/12/31,0.12503,1.340909
300373,2016/12/31,0.186284,0.53682
300041,2016/12/31,0.134061,0.427533
300009,2016/12/31,0.274289,0.763481
300455,2016/12/31,0.196705,-0.087875
300539,2016/12/31,0.321263,
300008,2016/12/31,0.282112,-0.198926
300378,2016/12/31,0.339555,0.200105
300241,2016/12/31,0.458569,0.002678
300174,2016/12/31,0.406202,0.248818
300222,2016/12/31,0.247427,0.060672
300259,2016/12/31,0.130257,0.664286
300320,2016/12/31,0.297453,0.076093
300030,2016/12/31,0.350845,0.045258
300229,2016/12/31,0.182118,0.2754
300120,2016/12/31,0.102933,-0.212643
300077,2016/12/31,0.100288,-0.159961
300475,2016/12/31,0.212217,0.357535
300176,2016/12/31,0.647774,0.194264
300078,2016/12/31,0.303042,0.131458
300474,2016/12/31,0.081426,
300313,2016/12/31,0.531146,0.255674
300327,2016/12/31,0.135587,0.710483
300431,2016/12/31,0.676931,-0.145479
300290,2016/12/31,0.186777,0.244804
300298,2016/12/31,0.132799,1.404949
300448,2016/12/31,0.220693,0.372058
300516,2016/12/31,0.151912,
300547,2016/12/31,0.258248,
300062,2016/12/31,0.475676,0.048206
300210,2016/12/31,0.398304,-0.04815
300283,2016/12/31,0.530022,-0.326862
300515,2016/12/31,0.150819,
300190,2016/12/31,0.367879,0.022314
300194,2016/12/31,0.09869,0.963213
300164,2016/12/31,0.218481,-0.034987
300233,2016/12/31,0.333504,0.335712
300035,2016/12/31,0.159663,0.384863
300467,2016/12/31,0.292836,0.291014
300479,2016/12/31,0.200288,-0.478653
300340,2016/12/31,0.405144,0.003446
300528,2016/12/31,0.214834,
300442,2016/12/31,0.307892,-0.174285
300198,2016/12/31,0.30038,0.041487
300379,2016/12/31,0.096654,1.084709
300399,2016/12/31,0.11357,0.848099
300440,2016/12/31,0.268691,0.148323
300226,2016/12/31,0.8117,-0.246376
300003,2016/12/31,0.367048,0.235401
300252,2016/12/31,0.442676,0.110779
300353,2016/12/31,0.173153,0.120673
300503,2016/12/31,0.205137,
300545,2016/12/31,0.245982,
300469,2016/12/31,0.465062,-0.17246
300049,2016/12/31,0.241479,0.306415
300051,2016/12/31,0.300353,0.195727
300265,2016/12/31,0.538366,-0.017114
300459,2016/12/31,0.065848,1.170248
300541,2016/12/31,0.339562,
300141,2016/12/31,0.248776,-0.100453
300163,2016/12/31,0.384826,0.311356
300428,2016/12/31,0.144105,0.341765
300015,2016/12/31,0.277647,0.715785
300043,2016/12/31,0.529919,0.098363
300254,2016/12/31,0.33348,0.091171
300558,2016/12/31,0.109936,
300532,2016/12/31,0.369123,
300231,2016/12/31,0.385736,0.000282
300282,2016/12/31,0.39939,0.145207
300498,2016/12/31,0.242742,1.482763
300217,2016/12/31,0.258778,0.134641
300481,2016/12/31,0.122823,1.218515
300535,2016/12/31,0.092401,
300088,2016/12/31,0.47879,0.110247
300143,2016/12/31,0.133463,0.126946
300400,2016/12/31,0.249563,0.230632
300458,2016/12/31,0.144835,0.252656
300006,2016/12/31,0.326013,0.113067
300499,2016/12/31,0.46682,-0.002828
300057,2016/12/31,0.399675,0.06857
300325,2016/12/31,0.533158,-0.233031
300579,2016/12/31,0.345908,
300087,2016/12/31,0.388341,0.413186
300177,2016/12/31,0.18654,0.372725
300389,2016/12/31,0.403488,0.126645
300021,2016/12/31,0.44609,-0.094851
300306,2016/12/31,0.1892,0.397129
300132,2016/12/31,0.112883,0.390113
300505,2016/12/31,0.219082,
300538,2016/12/31,0.257666,
300546,2016/12/31,0.19551,
300572,2016/12/31,0.420962,
300573,2016/12/31,0.277883,
300608,2016/12/31,0.499224,
300134,2016/12/31,0.246138,0.182118
300240,2016/12/31,0.378123,0.196976
300209,2016/12/31,0.177922,0.066092
300314,2016/12/31,0.107844,1.058785
300124,2016/12/31,0.375173,0.180862
300329,2016/12/31,0.134202,0.354982
300425,2016/12/31,0.285893,0.129035
300345,2016/12/31,0.231723,-0.375119
300381,2016/12/31,0.359892,-0.040265
300145,2016/12/31,0.432867,0.236136
300085,2016/12/31,0.333555,0.124444
300339,2016/12/31,0.305641,0.173413
300089,2016/12/31,0.28352,0.281517
300603,2016/12/31,0.562372,
300330,2016/12/31,0.237504,0.080782
300054,2016/12/31,0.175585,0.719718
300070,2016/12/31,0.486454,0.076129
300205,2016/12/31,0.335395,0.143601
300414,2016/12/31,0.137406,0.580243
300349,2016/12/31,0.165735,0.641529
300356,2016/12/31,0.332651,0.205066
300161,2016/12/31,0.420669,-0.007663
300570,2016/12/31,0.091952,
300512,2016/12/31,0.344148,
300531,2016/12/31,0.130156,
300548,2016/12/31,0.12227,
300312,2016/12/31,0.458196,-0.01657
300540,2016/12/31,0.289539,
300553,2016/12/31,0.081719,
300358,2016/12/31,0.433965,-0.028108
300577,2016/12/31,0.332292,
300150,2016/12/31,0.192146,0.190116
300523,2016/12/31,0.305869,
300167,2016/12/31,0.40568,-0.223496
300364,2016/12/31,0.107901,0.594273
300081,2016/12/31,0.094527,0.020109
300484,2016/12/31,0.391132,0.180093
300393,2016/12/31,0.712472,-0.096042
300368,2016/12/31,0.254856,0.120943
300494,2016/12/31,0.051054,1.990704
300295,2016/12/31,0.126058,-2.046366
300412,2016/12/31,0.243246,0.12757
300560,2016/12/31,0.183237,
300097,2016/12/31,0.350047,-0.193337
300214,2016/12/31,0.079397,-0.32125
300196,2016/12/31,0.234999,0.449252
300250,2016/12/31,0.098137,0.873241
300268,2016/12/31,0.115422,0.061612
300502,2016/12/31,0.168529,
300348,2016/12/31,0.28933,-0.068156
300071,2016/12/31,0.639237,0.01715
300247,2016/12/31,0.185809,0.090467
300331,2016/12/31,0.266981,-0.024555
300001,2016/12/31,0.748315,0.061937
300096,2016/12/31,0.475142,-0.628607
300580,2016/12/31,0.34448,
300112,2016/12/31,0.20094,0.408442
300362,2016/12/31,0.578754,0.015241
300211,2016/12/31,0.144293,0.396274
300258,2016/12/31,0.288954,0.563174
300243,2016/12/31,0.44377,0.725209
300533,2016/12/31,0.139173,
300274,2016/12/31,0.488396,0.179616
300318,2016/12/31,0.272099,0.114935
300517,2016/12/31,0.371833,
300519,2016/12/31,0.086292,
300284,2016/12/31,0.638577,0.018392
300352,2016/12/31,0.071587,-0.135755
300471,2016/12/31,0.289164,-0.121926
300148,2016/12/31,0.102737,0.928237
300157,2016/12/31,0.301567,-0.133187
300279,2016/12/31,0.398235,0.048289
300130,2016/12/31,0.472131,0.273148
300212,2016/12/31,0.562539,-0.148177
300255,2016/12/31,0.269029,0.214995
300083,2016/12/31,0.468883,-0.081193
300463,2016/12/31,0.153801,0.125369
300138,2016/12/31,0.388163,-0.419986
300197,2016/12/31,0.540682,-0.127241
300366,2016/12/31,0.25255,0.006696
300490,2016/12/31,0.339245,-0.109287
300590,2016/12/31,0.267434,
300257,2016/12/31,0.306406,0.067847
300216,2016/12/31,0.742069,-0.036865
300048,2016/12/31,0.459654,0.101775
300424,2016/12/31,0.212017,-0.040235
300407,2016/12/31,0.490318,-0.203082
300592,2016/12/31,0.549028,
300142,2016/12/31,0.442816,-0.029808
300098,2016/12/31,0.217624,0.291401
300140,2016/12/31,0.551893,-0.240277
300435,2016/12/31,0.314236,0.165086
300107,2016/12/31,0.035071,2.9083
300139,2016/12/31,0.079713,0.188768
300346,2016/12/31,0.057281,0.43871
300408,2016/12/31,0.125705,1.32964
300464,2016/12/31,0.390178,0.353287
300025,2016/12/31,0.680052,0.001621
300239,2016/12/31,0.13716,0.431781
300333,2016/12/31,0.045674,0.823316
300492,2016/12/31,0.125046,0.011371
300119,2016/12/31,0.229675,0.343962
300600,2016/12/31,0.270703,
300606,2016/12/31,0.230893,
300578,2016/12/31,0.238392,
300521,2016/12/31,0.097421,
300522,2016/12/31,0.078778,
300591,2016/12/31,0.604892,
300410,2016/12/31,0.257639,0.161391
300011,2016/12/31,0.344506,0.054412
300055,2016/12/31,0.242619,0.044124
300261,2016/12/31,0.445098,0.025335
300388,2016/12/31,0.695716,-0.152637
300569,2016/12/31,0.221822,
300596,2016/12/31,0.441202,
300565,2016/12/31,0.342144,
300593,2016/12/31,0.368194,
300104,2016/12/31,0.674821,-0.061173
300117,2016/12/31,0.688077,-0.013497
300588,2016/12/31,0.556965,
300441,2016/12/31,0.244024,0.328891
300433,2016/12/31,0.408701,0.341515
300321,2016/12/31,0.148199,0.714639
300584,2016/12/31,0.25531,
300004,2016/12/31,0.185856,0.130855
300267,2016/12/31,0.077297,1.009249
300413,2016/12/31,0.288247,-0.072561
300251,2016/12/31,0.222101,0.459602
300308,2016/12/31,0.120811,0.399274
300200,2016/12/31,0.103866,1.356958
300246,2016/12/31,0.265513,0.336381
300612,2016/12/31,0.395902,
300206,2016/12/31,0.164701,-0.187746
300542,2016/12/31,0.225047,
300555,2016/12/31,0.243887,
300091,2016/12/31,0.64626,0.010392
300602,2016/12/31,0.371013,
300047,2016/12/31,0.36006,-0.192633
300245,2016/12/31,0.24077,0.307626
300263,2016/12/31,0.257089,0.115389
300079,2016/12/31,0.125648,0.333132
300151,2016/12/31,0.17402,0.266902
300529,2016/12/31,0.089095,
300202,2016/12/31,0.291012,0.175323
300605,2016/12/31,0.427871,
300248,2016/12/31,0.329077,0.251185
300020,2016/12/31,0.429727,-0.061033
300369,2016/12/31,0.292201,0.151601
300500,2016/12/31,0.2339,0.668961
300153,2016/12/31,0.291579,-0.066601
300473,2016/12/31,0.22399,0.489849
300082,2016/12/31,0.462255,0.093824
300099,2016/12/31,0.065607,0.971521
300065,2016/12/31,0.206218,0.464171
300126,2016/12/31,0.20138,0.323118
300610,2016/12/31,0.190002,
300038,2016/12/31,0.450594,0.118065
300173,2016/12/31,0.329898,-0.03598
300291,2016/12/31,0.102166,-0.60495
300359,2016/12/31,0.176376,-0.104609
300556,2016/12/31,0.261759,
300421,2016/12/31,0.093929,0.284136
300270,2016/12/31,0.305732,0.377421
300354,2016/12/31,0.091644,0.47233
300513,2016/12/31,0.226108,
300061,2016/12/31,0.130625,0.397701
300390,2016/12/31,0.198674,0.124536
300253,2016/12/31,0.280864,0.1725
300155,2016/12/31,0.207192,0.149247
300260,2016/12/31,0.34152,0.206383
300589,2016/12/31,0.668129,
300160,2016/12/31,0.285469,0.343958
300461,2016/12/31,0.615627,-0.073602
300100,2016/12/31,0.529447,0.141318
300302,2016/12/31,0.181507,-0.274332
300415,2016/12/31,0.523338,0.286117
300002,2016/12/31,0.283951,0.062567
300165,2016/12/31,0.267474,-0.076837
300351,2016/12/31,0.131746,0.132374
300280,2016/12/31,0.232108,0.182233
300360,2016/12/31,0.271409,0.468713
300525,2016/12/31,0.105793,
300322,2016/12/31,0.705385,0.005246
300508,2016/12/31,0.054092,
300566,2016/12/31,0.590261,
300344,2016/12/31,0.553499,-0.095885
300601,2016/12/31,0.540884,
300007,2016/12/31,0.525594,0.122514
300232,2016/12/31,0.415422,0.249435
300337,2016/12/31,0.399647,-0.255363
300372,2016/12/31,0.412404,-0.212825
300426,2016/12/31,0.583809,-0.168515
300483,2016/12/31,0.216692,0.138802
300615,2016/12/31,0.34992,
300275,2016/12/31,0.43008,-0.200047
300551,2016/12/31,0.269881,
300266,2016/12/31,0.504552,-0.023597
300152,2016/12/31,0.530712,0.159921
300307,2016/12/31,0.180105,0.119115
300042,2016/12/31,0.050232,0.499247
300478,2016/12/31,0.167436,0.426126
300583,2016/12/31,0.355916,
300236,2016/12/31,0.145854,0.293068
300237,2016/12/31,0.544059,-0.140573
300249,2016/12/31,0.577098,0.108312
300418,2016/12/31,0.495558,0.16482
300470,2016/12/31,0.218771,0.392962
300133,2016/12/31,0.373328,-0.227556
300075,2016/12/31,0.385291,0.030985
300293,2016/12/31,0.444733,0.348076
300154,2016/12/31,0.126791,0.881343
300497,2016/12/31,0.439224,0.366926
300607,2016/12/31,0.413384,
300191,2016/12/31,0.07869,-0.812331
300315,2016/12/31,0.184898,0.518458
300530,2016/12/31,0.055564,
300631,2016/12/31,0.316196,
300040,2016/12/31,0.370047,0.131133
300301,2016/12/31,0.378781,-0.002685
300063,2016/12/31,0.375132,0.090722
300576,2016/12/31,0.216507,
300219,2016/12/31,0.429386,0.194463
300509,2016/12/31,0.485504,
300074,2016/12/31,0.170999,0.088084
300137,2016/12/31,0.162212,0.590696
300180,2016/12/31,0.315054,-0.151622
300183,2016/12/31,0.093002,1.106459
300311,2016/12/31,0.279975,0.230092
300405,2016/12/31,0.447386,0.028707
300549,2016/12/31,0.253339,
300489,2016/12/31,0.270594,-0.079282
300430,2016/12/31,0.304008,-0.079475
300438,2016/12/31,0.498408,0.005935
300192,2016/12/31,0.125012,0.520606
300292,2016/12/31,0.241179,0.237343
300429,2016/12/31,0.118165,1.105738
300485,2016/12/31,0.053518,2.3573
300597,2016/12/31,0.297497,
300599,2016/12/31,0.423262,
300585,2016/12/31,0.257958,
300527,2016/12/31,0.473719,
300171,2016/12/31,0.285421,0.092901
300582,2016/12/31,0.465228,
300123,2016/12/31,0.45898,-0.000338
300242,2016/12/31,0.236825,-0.252917
300168,2016/12/31,0.613775,0.033888
300289,2016/12/31,0.196131,0.225621
300417,2016/12/31,0.090214,0.978356
300432,2016/12/31,0.219397,0.262392
300445,2016/12/31,0.136105,0.915478
300462,2016/12/31,0.263588,0.034984
300488,2016/12/31,0.059097,1.746903
300129,2016/12/31,0.296026,0.184129
300465,2016/12/31,0.385819,0.136173
300158,2016/12/31,0.233178,-0.024551
300377,2016/12/31,0.042359,0.65188
300571,2016/12/31,0.27656,
300201,2016/12/31,0.471085,-0.08105
300208,2016/12/31,0.419329,-0.169795
300228,2016/12/31,0.54466,-0.032136
300316,2016/12/31,0.165921,-0.118349
300357,2016/12/31,0.059289,3.513205
300466,2016/12/31,0.193777,-0.133272
300468,2016/12/31,0.1506,0.591113
300526,2016/12/31,0.272395,
300195,2016/12/31,0.285346,0.242918
300203,2016/12/31,0.439043,0.059118
300094,2016/12/31,0.412487,-0.199293
300382,2016/12/31,0.134169,0.131567
300010,2016/12/31,0.285154,0.179484
300013,2016/12/31,0.324208,0.058208
300022,2016/12/31,0.789905,0.078396
300109,2016/12/31,0.063609,1.459365
300170,2016/12/31,0.214302,-0.580961
300460,2016/12/31,0.236751,0.232411
300118,2016/12/31,0.60289,0.058704
300178,2016/12/31,0.636492,0.083145
300355,2016/12/31,0.561903,0.033674
300486,2016/12/31,0.400671,0.111015
300326,2016/12/31,0.169435,0.345378
300230,2016/12/31,0.359404,0.17921
300380,2016/12/31,0.303543,-0.070497
300084,2016/12/31,0.237951,0.00202
300185,2016/12/31,0.41757,0.052685
300297,2016/12/31,0.428096,0.185838
300299,2016/12/31,0.314287,0.319356
300456,2016/12/31,0.206742,0.145947
300032,2016/12/31,0.275168,0.119038
300136,2016/12/31,0.383111,0.170862
300189,2016/12/31,0.353604,-1.242902
300397,2016/12/31,0.258871,-0.082691
300281,2016/12/31,0.338537,0.014498
300384,2016/12/31,0.313564,0.096258
300506,2016/12/31,0.363415,-0.361643
300076,2016/12/31,0.067521,0.390832
300220,2016/12/31,0.264359,0.158899
300262,2016/12/31,0.433732,-0.320551
300550,2016/12/31,0.174304,
300166,2016/12/31,0.182421,0.096428
300404,2016/12/31,0.171551,-0.388008
300272,2016/12/31,0.548747,0.055368
300402,2016/12/31,0.551891,-0.085368
300477,2016/12/31,0.561358,0.0433
300437,2016/12/31,0.210512,0.147357
300439,2016/12/31,0.465143,0.002805
300028,2016/12/31,0.271834,0.100828
300053,2016/12/31,0.225691,0.348324
300633,2016/12/31,0.291615,
300587,2016/12/31,0.166912,
300581,2016/12/31,0.221195,
300536,2016/12/31,0.380157,
300187,2016/12/31,0.486124,0.25317
300387,2016/12/31,0.396658,0.194246
300058,2016/12/31,0.644549,-0.008351
300287,2016/12/31,0.183413,0.00459
300005,2016/12/31,0.202314,0.319742
300199,2016/12/31,0.191254,0.33662
300347,2016/12/31,0.229677,0.351272
300090,2016/12/31,0.56643,-0.246055
300300,2016/12/31,0.378595,-0.281303
300273,2016/12/31,0.458804,-0.239663
300106,2016/12/31,0.605477,-0.167515
300332,2016/12/31,0.529938,0.049551
300012,2016/12/31,0.212056,0.665563
300162,2016/12/31,0.238085,0.39046
300343,2016/12/31,0.203755,-0.054221
300135,2016/12/31,0.590858,0.115284
300277,2016/12/31,0.265223,0.248254
300392,2016/12/31,0.573824,-0.007924
300056,2016/12/31,0.577905,-0.023652
300093,2016/12/31,0.317496,0.087523
300536,2017/12/31,0.461522,-0.344601
300320,2017/12/31,0.429036,-0.007446
300451,2017/12/31,0.232373,0.346879
300483,2017/12/31,0.318534,0.547023
300474,2017/12/31,0.140055,0.178797
300476,2017/12/31,0.340674,0.310079
300193,2017/12/31,0.133479,0.584795
300161,2017/12/31,0.410221,-0.165816
300495,2017/12/31,0.58112,-0.062779
300204,2017/12/31,0.159459,0.642747
300618,2017/12/31,0.487649,
300016,2017/12/31,0.062802,2.299522
300414,2017/12/31,0.166887,-0.143692
300146,2017/12/31,0.160568,1.188199
300590,2017/12/31,0.12713,0.836681
300700,2017/12/31,0.463169,
300677,2017/12/31,0.344177,
300102,2017/12/31,0.487162,0.265471
300413,2017/12/31,0.244043,-0.097764
300301,2017/12/31,0.351082,0.14831
300650,2017/12/31,0.26607,
300286,2017/12/31,0.238411,0.535873
300041,2017/12/31,0.162213,0.237347
300505,2017/12/31,0.250903,0.482829
300459,2017/12/31,0.110476,0.282424
300450,2017/12/31,0.581662,0.011587
300559,2017/12/31,0.101367,1.257335
300239,2017/12/31,0.248864,-0.017508
300545,2017/12/31,0.509687,0.145325
300557,2017/12/31,0.1642,-0.80024
300584,2017/12/31,0.181267,0.444936
300715,2017/12/31,0.426373,
300681,2017/12/31,0.290489,
300313,2017/12/31,0.475341,0.201138
300656,2017/12/31,0.047692,
300003,2017/12/31,0.450598,0.197421
300302,2017/12/31,0.163307,0.337492
300114,2017/12/31,0.291225,0.26158
300485,2017/12/31,0.054582,0.856995
300357,2017/12/31,0.055467,3.601495
300416,2017/12/31,0.428197,0.1681
300511,2017/12/31,0.630809,0.170286
300393,2017/12/31,0.571873,-0.239219
300376,2017/12/31,0.591092,0.061364
300428,2017/12/31,0.58899,0.140292
300275,2017/12/31,0.296045,0.197565
300181,2017/12/31,0.307585,0.010596
300398,2017/12/31,0.327059,0.179215
300365,2017/12/31,0.229857,-0.111279
300199,2017/12/31,0.266735,0.188685
300248,2017/12/31,0.322663,0.104269
300383,2017/12/31,0.356729,0.129614
300453,2017/12/31,0.132322,0.771647
300226,2017/12/31,0.787146,-0.197789
300143,2017/12/31,0.068343,0.645795
300131,2017/12/31,0.596872,-0.200339
300122,2017/12/31,0.284558,0.300181
300260,2017/12/31,0.404454,0.097193
300563,2017/12/31,0.303332,0.017599
300046,2017/12/31,0.182671,0.335827
300014,2017/12/31,0.571455,0.024704
300491,2017/12/31,0.284103,0.096583
300394,2017/12/31,0.088839,1.738153
300178,2017/12/31,0.586834,-0.054265
300690,2017/12/31,0.11813,
300509,2017/12/31,0.51501,0.144847
300052,2017/12/31,0.312569,0.440114
300436,2017/12/31,0.250413,0.42959
300659,2017/12/31,0.248602,
300105,2017/12/31,0.189489,-0.136048
300130,2017/12/31,0.481227,0.029485
300024,2017/12/31,0.28633,-0.200199
300304,2017/12/31,0.128629,0.401165
300034,2017/12/31,0.251189,0.098406
300534,2017/12/31,0.089535,-0.031651
300188,2017/12/31,0.244715,0.267363
300001,2017/12/31,0.731466,0.006064
300635,2017/12/31,0.164334,
300270,2017/12/31,0.389478,-0.300682
300038,2017/12/31,0.173302,0.149839
300007,2017/12/31,0.554302,0.060332
300256,2017/12/31,0.616837,-0.044225
300173,2017/12/31,0.355672,-0.047454
300237,2017/12/31,0.58598,-0.044808
300701,2017/12/31,0.046468,
300381,2017/12/31,0.456419,-0.003004
300240,2017/12/31,0.449333,-0.071073
300593,2017/12/31,0.265197,-0.099482
300586,2017/12/31,0.29577,0.186726
300322,2017/12/31,0.646626,0.029414
300185,2017/12/31,0.463628,0.020605
300296,2017/12/31,0.554871,0.14464
300138,2017/12/31,0.434726,-0.1317
300068,2017/12/31,0.434132,0.080363
300037,2017/12/31,0.335725,0.193354
300655,2017/12/31,0.511018,
300520,2017/12/31,0.551514,-0.005375
300532,2017/12/31,0.39667,-0.000151
300103,2017/12/31,0.133449,0.167937
300027,2017/12/31,0.476434,-0.021892
300127,2017/12/31,0.054888,0.940656
300092,2017/12/31,0.217453,-0.32407
300708,2017/12/31,0.517479,
300507,2017/12/31,0.149079,0.619335
300421,2017/12/31,0.228119,0.20439
300339,2017/12/31,0.314349,0.088233
300101,2017/12/31,0.254125,-0.012894
300429,2017/12/31,0.12968,0.585718
300047,2017/12/31,0.288565,0.066242
300373,2017/12/31,0.308802,0.331763
300717,2017/12/31,0.102532,
300144,2017/12/31,0.145854,1.545492
300009,2017/12/31,0.219034,0.543437
300569,2017/12/31,0.308501,0.212458
300570,2017/12/31,0.111323,1.078365
300647,2017/12/31,0.493815,
300596,2017/12/31,0.382032,0.064875
300346,2017/12/31,0.080126,0.248306
300242,2017/12/31,0.164942,0.10212
300705,2017/12/31,0.141637,
300233,2017/12/31,0.197034,0.176657
300036,2017/12/31,0.309673,0.362314
300349,2017/12/31,0.245946,0.602109
300378,2017/12/31,0.374951,0.334411
300579,2017/12/31,0.414364,0.359142
300205,2017/12/31,0.339964,0.31565
300548,2017/12/31,0.100664,1.011373
300567,2017/12/31,0.321945,0.350808
300117,2017/12/31,0.726506,0.01409
300328,2017/12/31,0.439106,0.270155
300528,2017/12/31,0.402773,0.331444
300480,2017/12/31,0.108939,0.043246
300406,2017/12/31,0.139794,1.253443
300229,2017/12/31,0.158103,0.443551
300026,2017/12/31,0.123801,0.686663
300403,2017/12/31,0.109984,1.188335
300282,2017/12/31,0.088146,-0.053444
300445,2017/12/31,0.139582,1.0675
300516,2017/12/31,0.089073,-0.78667
300427,2017/12/31,0.36725,0.426106
300692,2017/12/31,0.289472,
300455,2017/12/31,0.140681,0.243829
300523,2017/12/31,0.298265,0.280782
300682,2017/12/31,0.288151,
300653,2017/12/31,0.089736,
300684,2017/12/31,0.3341,
300115,2017/12/31,0.538428,0.05894
300658,2017/12/31,0.266793,
300575,2017/12/31,0.414295,0.25762
300018,2017/12/31,0.102017,0.863617
300222,2017/12/31,0.306906,-0.040145
300562,2017/12/31,0.318746,-0.020694
300722,2017/12/31,0.313152,
300327,2017/12/31,0.191626,0.933961
300479,2017/12/31,0.225668,-0.426016
300619,2017/12/31,0.480344,
300639,2017/12/31,0.092313,
300633,2017/12/31,0.206639,0.475932
300244,2017/12/31,0.601226,0.010115
300629,2017/12/31,0.27876,
300107,2017/12/31,0.093192,1.340304
300273,2017/12/31,0.543003,-0.230033
300375,2017/12/31,0.146661,0.450365
300305,2017/12/31,0.086892,0.53249
300215,2017/12/31,0.473772,0.222324
300259,2017/12/31,0.15644,0.236901
300353,2017/12/31,0.263669,0.057854
300342,2017/12/31,0.227079,0.240597
300213,2017/12/31,0.3402,-0.020967
300324,2017/12/31,0.307888,0.319361
300437,2017/12/31,0.548742,0.026276
300252,2017/12/31,0.558815,-0.142509
300044,2017/12/31,0.456612,-0.21652
300190,2017/12/31,0.390372,0.032215
300719,2017/12/31,0.13611,
300147,2017/12/31,0.588618,0.022215
300223,2017/12/31,0.027605,-0.887532
300019,2017/12/31,0.23454,0.436099
300110,2017/12/31,0.463756,0.166341
300128,2017/12/31,0.449545,0.011686
300194,2017/12/31,0.110526,0.952223
300547,2017/12/31,0.238342,-0.05678
300073,2017/12/31,0.418515,0.142738
300401,2017/12/31,0.081527,1.234248
300066,2017/12/31,0.104109,0.293107
300400,2017/12/31,0.31613,0.354218
300568,2017/12/31,0.458864,0.047059
300192,2017/12/31,0.498347,0.056452
300685,2017/12/31,0.065693,
300424,2017/12/31,0.264621,-0.3483
300430,2017/12/31,0.192049,-0.066579
300172,2017/12/31,0.384173,0.217466
300334,2017/12/31,0.433862,-0.065217
300106,2017/12/31,0.704547,0.047813
300056,2017/12/31,0.483364,0.127474
300538,2017/12/31,0.302129,-0.805332
300150,2017/12/31,0.217485,-0.089148
300699,2017/12/31,0.183752,
300529,2017/12/31,0.182627,1.425286
300154,2017/12/31,0.162803,0.712273
300620,2017/12/31,0.152288,
300227,2017/12/31,0.330927,0.159154
300310,2017/12/31,0.218209,0.078516
300087,2017/12/31,0.3873,0.23197
300121,2017/12/31,0.472991,0.05662
300164,2017/12/31,0.259383,0.02256
300074,2017/12/31,0.240708,0.13924
300218,2017/12/31,0.46527,0.155788
300441,2017/12/31,0.359387,0.354222
300420,2017/12/31,0.261013,-0.117277
300598,2017/12/31,0.162648,0.212247
300466,2017/12/31,0.216634,0.047002
300149,2017/12/31,0.199133,0.54929
300492,2017/12/31,0.190083,0.254926
300493,2017/12/31,0.539061,0.093575
300140,2017/12/31,0.587465,-0.035434
300552,2017/12/31,0.321693,-0.219231
300196,2017/12/31,0.209759,0.554547
300539,2017/12/31,0.4994,0.045013
300238,2017/12/31,0.318276,-0.03843
300616,2017/12/31,0.426265,
300683,2017/12/31,0.139161,
300341,2017/12/31,0.14175,1.007948
300057,2017/12/31,0.496998,0.135866
300325,2017/12/31,0.613115,-0.108623
300314,2017/12/31,0.102639,0.6099
300443,2017/12/31,0.066559,1.219875
300371,2017/12/31,0.079348,1.50121
300556,2017/12/31,0.271124,0.189072
300595,2017/12/31,0.119482,1.906695
300271,2017/12/31,0.26521,0.411423
300212,2017/12/31,0.640926,-0.098661
300316,2017/12/31,0.38503,-0.107265
300558,2017/12/31,0.254771,0.589062
300263,2017/12/31,0.291168,0.482288
300241,2017/12/31,0.48915,0.210526
300627,2017/12/31,0.318708,
300498,2017/12/31,0.319545,0.621398
300284,2017/12/31,0.635307,0.050728
300589,2017/12/31,0.551085,-0.155791
300572,2017/12/31,0.490981,0.407525
300245,2017/12/31,0.101152,0.233008
300673,2017/12/31,0.133552,
300623,2017/12/31,0.10335,
300308,2017/12/31,0.487087,0.021315
300617,2017/12/31,0.200914,
300330,2017/12/31,0.244703,-0.128674
300541,2017/12/31,0.446056,-0.289145
300021,2017/12/31,0.507898,-0.010792
300374,2017/12/31,0.428601,-0.183481
300225,2017/12/31,0.244379,0.319882
300630,2017/12/31,0.175132,
300278,2017/12/31,0.641447,0.011287
300662,2017/12/31,0.295686,
300517,2017/12/31,0.422121,-0.351789
300643,2017/12/31,0.137297,
300202,2017/12/31,0.312909,0.25439
300329,2017/12/31,0.163403,0.44214
