Stkcd,Reptdt,TobinQ
300044,2017/12/31,1.539797
300324,2017/12/31,1.85669
300190,2017/12/31,1.238476
300437,2017/12/31,1.300728
300252,2017/12/31,1.544817
300719,2017/12/31,1.77319
300019,2017/12/31,3.151918
300110,2017/12/31,5.177187
300223,2017/12/31,3.460224
300194,2017/12/31,1.280239
300273,2017/12/31,1.588809
300147,2017/12/31,1.216761
300128,2017/12/31,2.051183
300547,2017/12/31,2.237123
300401,2017/12/31,5.561409
300073,2017/12/31,3.689092
300066,2017/12/31,2.589707
300400,2017/12/31,3.414139
300192,2017/12/31,2.012217
300568,2017/12/31,2.076985
300685,2017/12/31,3.376201
300424,2017/12/31,2.968662
300334,2017/12/31,1.788168
300172,2017/12/31,1.986406
300430,2017/12/31,1.394258
300227,2017/12/31,2.553872
300150,2017/12/31,1.346503
300056,2017/12/31,1.29632
300529,2017/12/31,2.772633
300154,2017/12/31,1.54188
300620,2017/12/31,2.355168
300699,2017/12/31,2.694417
300538,2017/12/31,1.722978
300106,2017/12/31,1.386474
300310,2017/12/31,1.972486
300087,2017/12/31,2.868669
300121,2017/12/31,2.755428
300164,2017/12/31,1.216423
300074,2017/12/31,2.76609
300218,2017/12/31,1.453997
300598,2017/12/31,1.869939
300420,2017/12/31,1.386031
300196,2017/12/31,1.596541
300466,2017/12/31,1.844926
300441,2017/12/31,1.733162
300493,2017/12/31,2.758822
300552,2017/12/31,1.668523
300539,2017/12/31,1.749024
300238,2017/12/31,3.047322
300616,2017/12/31,1.794153
300683,2017/12/31,1.52391
300314,2017/12/31,3.299085
300325,2017/12/31,1.790495
300443,2017/12/31,1.736419
300371,2017/12/31,2.199867
300271,2017/12/31,1.958649
300212,2017/12/31,1.617462
300316,2017/12/31,3.625794
300556,2017/12/31,3.359528
300263,2017/12/31,1.60844
300498,2017/12/31,2.265753
300627,2017/12/31,1.982818
300341,2017/12/31,2.304005
300057,2017/12/31,1.199513
300241,2017/12/31,2.001806
300595,2017/12/31,2.463232
300558,2017/12/31,4.557861
300284,2017/12/31,1.3034
300589,2017/12/31,1.894311
300572,2017/12/31,2.54912
300673,2017/12/31,1.6859
300245,2017/12/31,2.283744
300623,2017/12/31,2.022096
300330,2017/12/31,3.739748
300541,2017/12/31,1.702369
300617,2017/12/31,1.629952
300021,2017/12/31,2.046244
300374,2017/12/31,1.522612
300308,2017/12/31,2.374801
300225,2017/12/31,6.703614
300630,2017/12/31,3.417818
300662,2017/12/31,2.031836
300517,2017/12/31,1.524346
300643,2017/12/31,2.171544
300329,2017/12/31,2.353869
300202,2017/12/31,3.277757
300217,2017/12/31,1.406049
300731,2017/12/31,2.325534
300725,2017/12/31,4.471302
300535,2017/12/31,2.142269
300220,2017/12/31,7.45981
300577,2017/12/31,3.055646
300368,2017/12/31,2.051248
300638,2017/12/31,2.316263
300458,2017/12/31,2.44798
300120,2017/12/31,1.362752
300669,2017/12/31,1.82937
300389,2017/12/31,1.649883
300343,2017/12/31,1.311851
300078,2017/12/31,2.391732
300017,2017/12/31,2.137282
300500,2017/12/31,2.012034
300440,2017/12/31,1.782575
300735,2017/12/31,1.468567
300713,2017/12/31,1.836111
300255,2017/12/31,1.643347
300132,2017/12/31,2.953964
300514,2017/12/31,1.762303
300546,2017/12/31,2.100865
300228,2017/12/31,1.632136
300697,2017/12/31,1.756774
300691,2017/12/31,2.313122
300631,2017/12/31,1.612736
300197,2017/12/31,1.385412
300487,2017/12/31,2.036196
300668,2017/12/31,2.564646
300611,2017/12/31,1.569286
300379,2017/12/31,1.888517
300503,2017/12/31,1.881034
300554,2017/12/31,2.152707
300671,2017/12/31,2.293454
300537,2017/12/31,1.402205
300224,2017/12/31,2.138534
300469,2017/12/31,1.792631
300519,2017/12/31,2.955316
300489,2017/12/31,2.104505
300432,2017/12/31,1.301729
300285,2017/12/31,3.035191
300258,2017/12/31,2.704061
300125,2017/12/31,2.282389
300484,2017/12/31,2.5239
300508,2017/12/31,2.682021
300592,2017/12/31,1.387076
300112,2017/12/31,1.845506
300626,2017/12/31,1.639475
300732,2017/12/31,1.448833
300295,2017/12/31,2.445978
300578,2017/12/31,2.586744
300395,2017/12/31,4.188132
300319,2017/12/31,1.583989
300513,2017/12/31,2.964624
300651,2017/12/31,1.553999
300632,2017/12/31,1.751454
300051,2017/12/31,2.07815
300235,2017/12/31,2.298823
300447,2017/12/31,1.745549
300380,2017/12/31,3.098642
300264,2017/12/31,3.337112
300257,2017/12/31,2.377367
300136,2017/12/31,7.686789
300648,2017/12/31,2.573511
300211,2017/12/31,2.743948
300080,2017/12/31,1.105854
300560,2017/12/31,3.100205
300448,2017/12/31,1.996163
300370,2017/12/31,1.345265
300363,2017/12/31,2.065513
300207,2017/12/31,1.656624
300412,2017/12/31,1.579274
300348,2017/12/31,2.412176
300472,2017/12/31,1.44688
300195,2017/12/31,1.188468
300642,2017/12/31,2.232335
300290,2017/12/31,2.549516
300113,2017/12/31,2.583501
300625,2017/12/31,1.419668
300277,2017/12/31,4.33969
300020,2017/12/31,1.670759
300039,2017/12/31,2.113558
300134,2017/12/31,1.954982
300402,2017/12/31,1.64863
300321,2017/12/31,2.886693
300338,2017/12/31,1.851269
300553,2017/12/31,2.462624
300573,2017/12/31,2.39375
300439,2017/12/31,1.321976
300622,2017/12/31,1.855707
300415,2017/12/31,2.784068
300119,2017/12/31,1.458594
300600,2017/12/31,1.820056
300333,2017/12/31,3.221661
300501,2017/12/31,1.893675
300281,2017/12/31,1.877447
300141,2017/12/31,2.218657
300612,2017/12/31,2.360747
300408,2017/12/31,4.702355
300261,2017/12/31,1.908356
300636,2017/12/31,1.633368
300555,2017/12/31,2.037726
300418,2017/12/31,1.48178
300478,2017/12/31,1.600086
300481,2017/12/31,3.23681
300200,2017/12/31,1.503256
300497,2017/12/31,1.918311
300243,2017/12/31,2.71488
300582,2017/12/31,2.070435
300170,2017/12/31,2.90725
300095,2017/12/31,1.378671
300162,2017/12/31,1.728719
300288,2017/12/31,3.477615
300434,2017/12/31,1.158978
300703,2017/12/31,1.629839
300670,2017/12/31,1.630386
300280,2017/12/31,4.557082
300388,2017/12/31,1.605008
300351,2017/12/31,1.471276
300726,2017/12/31,1.689668
300067,2017/12/31,1.925811
300045,2017/12/31,2.70266
300510,2017/12/31,1.442306
300411,2017/12/31,1.358205
300456,2017/12/31,1.82774
300676,2017/12/31,2.548188
300332,2017/12/31,1.187214
300606,2017/12/31,2.069573
300470,2017/12/31,2.567844
300463,2017/12/31,2.686625
300088,2017/12/31,2.788298
300695,2017/12/31,1.551041
300347,2017/12/31,3.502923
300431,2017/12/31,2.480542
300317,2017/12/31,1.353756
300072,2017/12/31,2.58276
300475,2017/12/31,1.396281
300053,2017/12/31,2.844635
300417,2017/12/31,2.152978
300158,2017/12/31,1.166505
300707,2017/12/31,1.959405
300360,2017/12/31,1.657767
300015,2017/12/31,4.517552
300679,2017/12/31,1.583429
300303,2017/12/31,1.660509
300335,2017/12/31,2.039651
300542,2017/12/31,1.919835
300184,2017/12/31,1.243672
300729,2017/12/31,1.47215
300521,2017/12/31,3.339202
300070,2017/12/31,1.492304
300435,2017/12/31,1.838899
300174,2017/12/31,5.30528
300461,2017/12/31,1.96124
300210,2017/12/31,1.492423
300251,2017/12/31,2.752477
300219,2017/12/31,1.787314
300654,2017/12/31,1.914
300006,2017/12/31,1.905789
300390,2017/12/31,1.782714
300180,2017/12/31,1.967613
300077,2017/12/31,1.997452
300008,2017/12/31,1.540381
300396,2017/12/31,3.507676
300250,2017/12/31,1.546997
300410,2017/12/31,1.630798
300157,2017/12/31,1.402697
300340,2017/12/31,2.135886
300203,2017/12/31,2.974023
300407,2017/12/31,1.551297
300675,2017/12/31,2.343667
300730,2017/12/31,2.432493
300666,2017/12/31,5.134526
300262,2017/12/31,1.601363
300551,2017/12/31,2.227586
300040,2017/12/31,1.26273
300133,2017/12/31,1.651739
300031,2017/12/31,1.714764
300168,2017/12/31,2.356718
300336,2017/12/31,1.513818
300468,2017/12/31,2.760616
300645,2017/12/31,1.633027
300165,2017/12/31,1.36506
300583,2017/12/31,1.331807
300089,2017/12/31,1.607655
300661,2017/12/31,2.293686
300386,2017/12/31,2.195549
300712,2017/12/31,1.540238
300587,2017/12/31,1.390175
300236,2017/12/31,4.435256
300571,2017/12/31,3.38716
300279,2017/12/31,1.833946
300391,2017/12/31,1.263691
300387,2017/12/31,2.020574
300471,2017/12/31,1.608742
300718,2017/12/31,1.675459
300054,2017/12/31,2.295539
300693,2017/12/31,1.800573
300657,2017/12/31,1.664658
300494,2017/12/31,2.226065
300549,2017/12/31,2.39584
300637,2017/12/31,1.761903
300473,2017/12/31,1.25762
300137,2017/12/31,3.252495
300688,2017/12/31,2.85916
300660,2017/12/31,1.43327
300206,2017/12/31,2.498204
300649,2017/12/31,4.077485
300727,2017/12/31,2.128004
300025,2017/12/31,1.550427
300663,2017/12/31,1.468882
300621,2017/12/31,1.229303
300166,2017/12/31,2.29628
300698,2017/12/31,2.400968
300011,2017/12/31,1.64294
300369,2017/12/31,1.748166
300108,2017/12/31,1.938358
300234,2017/12/31,1.708548
300274,2017/12/31,1.90596
300490,2017/12/31,1.350023
300326,2017/12/31,2.310817
300457,2017/12/31,2.009774
300182,2017/12/31,1.433501
300706,2017/12/31,3.939929
300384,2017/12/31,1.559243
300142,2017/12/31,4.660482
300085,2017/12/31,3.067337
300696,2017/12/31,2.368413
300588,2017/12/31,1.619609
300585,2017/12/31,3.019798
300438,2017/12/31,1.765737
300464,2017/12/31,1.734567
300356,2017/12/31,1.753972
300291,2017/12/31,1.28412
300265,2017/12/31,1.962277
300086,2017/12/31,2.272678
300672,2017/12/31,2.447638
300597,2017/12/31,2.111902
300249,2017/12/31,1.624258
300082,2017/12/31,1.234445
300641,2017/12/31,1.48592
300702,2017/12/31,1.43248
300221,2017/12/31,2.283364
300710,2017/12/31,1.933798
300486,2017/12/31,2.232967
300530,2017/12/31,2.158173
300214,2017/12/31,1.233726
300603,2017/12/31,1.590643
300358,2017/12/31,1.265498
300246,2017/12/31,3.268557
300640,2017/12/31,2.290373
300352,2017/12/31,2.025761
300615,2017/12/31,2.005287
300318,2017/12/31,1.715704
300665,2017/12/31,1.720239
300300,2017/12/31,1.783476
300409,2017/12/31,2.302765
300442,2017/12/31,1.40342
300522,2017/12/31,2.326205
300399,2017/12/31,4.367389
300287,2017/12/31,1.465411
300099,2017/12/31,1.648177
300183,2017/12/31,2.155348
300345,2017/12/31,2.566096
300723,2017/12/31,1.781501
300720,2017/12/31,2.011363
300419,2017/12/31,1.62596
300075,2017/12/31,2.00771
300385,2017/12/31,1.446005
300069,2017/12/31,3.982542
300129,2017/12/31,1.75425
300533,2017/12/31,1.735981
300058,2017/12/31,1.248894
300061,2017/12/31,1.410891
300035,2017/12/31,2.325805
300608,2017/12/31,1.515754
300433,2017/12/31,1.291314
300462,2017/12/31,2.335995
300079,2017/12/31,1.473702
300609,2017/12/31,2.435133
300709,2017/12/31,1.804396
300467,2017/12/31,1.938868
300518,2017/12/31,2.283951
300048,2017/12/31,1.29421
300267,2017/12/31,1.793476
300312,2017/12/31,2.956693
300667,2017/12/31,2.270756
300175,2017/12/31,3.928155
300425,2017/12/31,1.406153
300359,2017/12/31,1.842448
300502,2017/12/31,3.158191
300289,2017/12/31,2.06929
300550,2017/12/31,2.04879
300093,2017/12/31,1.998181
300512,2017/12/31,1.471518
300599,2017/12/31,1.369
300209,2017/12/31,1.996838
300565,2017/12/31,1.858233
300126,2017/12/31,1.570412
300337,2017/12/31,2.645573
300355,2017/12/31,1.937274
300191,2017/12/31,4.077943
300030,2017/12/31,1.788026
300607,2017/12/31,2.728378
300543,2017/12/31,1.995364
300198,2017/12/31,2.226544
300605,2017/12/31,1.703709
300581,2017/12/31,2.101154
300028,2017/12/31,6.028839
300292,2017/12/31,1.82222
300382,2017/12/31,2.370693
300005,2017/12/31,1.496743
300452,2017/12/31,2.566677
300628,2017/12/31,2.408843
300096,2017/12/31,2.83584
300601,2017/12/31,1.84936
300298,2017/12/31,3.978942
300602,2017/12/31,1.730825
300652,2017/12/31,1.495341
300097,2017/12/31,2.304798
300689,2017/12/31,2.012218
300465,2017/12/31,1.819701
300716,2017/12/31,1.47667
300499,2017/12/31,2.002108
300686,2017/12/31,1.678396
300488,2017/12/31,1.541432
300276,2017/12/31,1.296787
300307,2017/12/31,1.469235
300139,2017/12/31,1.541587
300081,2017/12/31,1.613075
300065,2017/12/31,2.671417
300100,2017/12/31,1.504165
300311,2017/12/31,2.42627
300526,2017/12/31,2.071733
300721,2017/12/31,1.428443
300189,2017/12/31,1.527289
300561,2017/12/31,2.091282
300711,2017/12/31,2.312436
300153,2017/12/31,3.07609
300177,2017/12/31,1.784721
300344,2017/12/31,2.337883
300208,2017/12/31,2.597883
300364,2017/12/31,1.833421
300354,2017/12/31,2.847471
300055,2017/12/31,2.5431
300050,2017/12/31,1.271493
300231,2017/12/31,2.833629
300604,2017/12/31,2.999486
300377,2017/12/31,2.257393
300540,2017/12/31,1.740668
300525,2017/12/31,2.804957
300591,2017/12/31,1.595585
300678,2017/12/31,2.898246
300247,2017/12/31,1.502585
300460,2017/12/31,1.793925
300515,2017/12/31,2.547076
300613,2017/12/31,2.947424
300004,2017/12/31,1.437647
300155,2017/12/31,1.647003
300160,2017/12/31,2.538268
300531,2017/12/31,2.957337
300366,2017/12/31,1.430307
300042,2017/12/31,3.953904
300576,2017/12/31,2.08333
300230,2017/12/31,1.467132
300527,2017/12/31,1.918002
300179,2017/12/31,2.511977
300171,2017/12/31,1.371526
300201,2017/12/31,2.790428
300405,2017/12/31,1.470152
300253,2017/12/31,2.561814
300422,2017/12/31,1.709684
300118,2017/12/31,1.11429
300084,2017/12/31,1.201431
300148,2017/12/31,1.505725
300151,2017/12/31,2.661609
300426,2017/12/31,1.759585
300566,2017/12/31,2.448698
300232,2017/12/31,1.843725
300123,2017/12/31,1.156505
300687,2017/12/31,1.852245
300477,2017/12/31,1.48504
300362,2017/12/31,1.317567
300098,2017/12/31,1.651519
300404,2017/12/31,2.966935
300268,2017/12/31,2.640757
300423,2017/12/31,2.351262
300283,2017/12/31,1.61667
300610,2017/12/31,1.567236
300062,2017/12/31,1.373529
300350,2017/12/31,1.494642
300449,2017/12/31,1.557439
300266,2017/12/31,3.208193
300297,2017/12/31,1.541608
300294,2017/12/31,3.111518
300397,2017/12/31,2.325295
300315,2017/12/31,1.652749
300124,2017/12/31,4.449207
300163,2017/12/31,2.403248
300293,2017/12/31,1.829516
300254,2017/12/31,1.578384
300145,2017/12/31,1.603053
300306,2017/12/31,1.500222
300002,2017/12/31,1.699025
300116,2017/12/31,1.248973
300506,2017/12/31,2.622038
300076,2017/12/31,2.258024
300496,2017/12/31,3.441135
300299,2017/12/31,1.845461
300012,2017/12/31,2.22301
300022,2017/12/31,1.811177
300083,2017/12/31,1.381681
300111,2017/12/31,2.001544
300176,2017/12/31,5.837284
300094,2017/12/31,1.845976
300323,2017/12/31,1.810869
300135,2017/12/31,1.722687
300482,2017/12/31,5.179506
300049,2017/12/31,1.546916
300169,2017/12/31,1.30321
300331,2017/12/31,1.745495
300269,2017/12/31,1.204263
300063,2017/12/31,1.323907
300043,2017/12/31,1.580925
300216,2017/12/31,1.834171
300619,2018/12/31,1.633
300125,2018/12/31,2.162953
300748,2018/12/31,1.382392
300700,2018/12/31,1.808809
300632,2018/12/31,1.402497
300751,2018/12/31,1.46764
300487,2018/12/31,2.157851
300398,2018/12/31,2.072467
300260,2018/12/31,1.349172
300132,2018/12/31,2.885071
300602,2018/12/31,1.917766
300623,2018/12/31,1.720136
300285,2018/12/31,2.048205
300220,2018/12/31,3.70902
300545,2018/12/31,1.686338
300617,2018/12/31,1.458444
300586,2018/12/31,1.509151
300016,2018/12/31,2.406232
300146,2018/12/31,2.104886
300613,2018/12/31,1.730336
300204,2018/12/31,1.997044
300722,2018/12/31,1.971138
300657,2018/12/31,1.641119
300638,2018/12/31,1.950456
300455,2018/12/31,2.599448
300423,2018/12/31,1.122916
300591,2018/12/31,1.420736
300690,2018/12/31,1.476728
300692,2018/12/31,1.442992
300042,2018/12/31,1.652113
300741,2018/12/31,1.10423
300723,2018/12/31,1.4955
300395,2018/12/31,3.083346
300107,2018/12/31,2.257077
300568,2018/12/31,1.51094
300024,2018/12/31,2.4597
300536,2018/12/31,1.26007
300114,2018/12/31,2.306654
300193,2018/12/31,1.394987
300753,2018/12/31,1.955113
300534,2018/12/31,1.871317
300453,2018/12/31,1.806733
300590,2018/12/31,2.774842
300121,2018/12/31,1.677801
300525,2018/12/31,2.361799
300556,2018/12/31,1.919637
300249,2018/12/31,1.460457
300037,2018/12/31,1.919902
300501,2018/12/31,1.367489
300025,2018/12/31,1.589152
300637,2018/12/31,2.536276
300263,2018/12/31,1.116572
300201,2018/12/31,1.668205
300374,2018/12/31,1.231168
300179,2018/12/31,1.702807
300559,2018/12/31,3.192887
300017,2018/12/31,1.686184
300439,2018/12/31,1.296464
300211,2018/12/31,2.106613
300041,2018/12/31,1.303438
300081,2018/12/31,1.421144
300652,2018/12/31,1.226105
300450,2018/12/31,2.442458
300034,2018/12/31,1.713454
300421,2018/12/31,1.336694
300491,2018/12/31,2.19873
300458,2018/12/31,2.15268
300345,2018/12/31,2.274864
300365,2018/12/31,2.421726
300575,2018/12/31,1.404517
300188,2018/12/31,2.394959
300435,2018/12/31,1.477686
300242,2018/12/31,1.639005
300579,2018/12/31,1.686578
300414,2018/12/31,2.645858
300148,2018/12/31,1.145763
300054,2018/12/31,1.432164
300401,2018/12/31,3.314311
300101,2018/12/31,3.820319
300596,2018/12/31,2.51133
300224,2018/12/31,1.509457
300218,2018/12/31,1.123587
300529,2018/12/31,2.948208
300403,2018/12/31,1.653973
300052,2018/12/31,2.526964
300103,2018/12/31,2.087337
300379,2018/12/31,1.875247
300240,2018/12/31,1.60462
300699,2018/12/31,2.797845
300138,2018/12/31,1.263257
300298,2018/12/31,1.737096
300685,2018/12/31,4.967301
300393,2018/12/31,1.084919
300445,2018/12/31,1.963709
300629,2018/12/31,2.071761
300296,2018/12/31,1.522057
300378,2018/12/31,1.512373
300092,2018/12/31,1.757443
300346,2018/12/31,1.730251
300485,2018/12/31,1.405029
300738,2018/12/31,1.448979
300357,2018/12/31,9.059257
300105,2018/12/31,0.989215
300176,2018/12/31,5.481172
300322,2018/12/31,2.581146
300531,2018/12/31,2.442917
300184,2018/12/31,1.032046
300161,2018/12/31,1.121345
300624,2018/12/31,2.328543
300144,2018/12/31,2.605755
300066,2018/12/31,1.890072
300127,2018/12/31,2.208937
300358,2018/12/31,1.141277
300715,2018/12/31,1.625985
300406,2018/12/31,2.138239
300007,2018/12/31,1.13072
300320,2018/12/31,1.314563
300259,2018/12/31,1.313176
300507,2018/12/31,1.443588
300645,2018/12/31,1.971885
300570,2018/12/31,1.84003
300183,2018/12/31,1.473706
300416,2018/12/31,1.62357
300522,2018/12/31,1.854815
300115,2018/12/31,1.293657
300480,2018/12/31,1.63529
300639,2018/12/31,1.667305
300233,2018/12/31,1.21839
300476,2018/12/31,2.101143
300304,2018/12/31,1.452201
300047,2018/12/31,1.208061
300213,2018/12/31,1.292091
300003,2018/12/31,2.569758
300675,2018/12/31,3.155301
300009,2018/12/31,3.969462
300678,2018/12/31,2.786599
300437,2018/12/31,1.136594
300726,2018/12/31,1.912309
300194,2018/12/31,1.014677
300045,2018/12/31,1.7063
300732,2018/12/31,1.349002
300215,2018/12/31,1.428352
300229,2018/12/31,1.810301
300228,2018/12/31,1.100808
300659,2018/12/31,2.775145
300286,2018/12/31,1.934277
300658,2018/12/31,1.209612
300244,2018/12/31,1.221961
300653,2018/12/31,3.93908
300542,2018/12/31,1.443415
300724,2018/12/31,1.387384
300019,2018/12/31,1.979804
300140,2018/12/31,1.168598
300190,2018/12/31,1.035679
300274,2018/12/31,1.20463
300248,2018/12/31,1.562774
300391,2018/12/31,1.134981
300336,2018/12/31,1.099301
300681,2018/12/31,1.400521
300303,2018/12/31,1.314708
300538,2018/12/31,1.614787
300635,2018/12/31,1.620803
300078,2018/12/31,2.019162
300682,2018/12/31,2.012311
300328,2018/12/31,1.652639
300584,2018/12/31,2.151661
300436,2018/12/31,3.665885
300630,2018/12/31,4.502049
300091,2018/12/31,1.159848
300457,2018/12/31,1.732651
300492,2018/12/31,2.378009
300067,2018/12/31,1.707448
300725,2018/12/31,5.405867
300615,2018/12/31,1.934768
300655,2018/12/31,1.682885
300018,2018/12/31,1.686952
300494,2018/12/31,1.493075
300609,2018/12/31,2.969582
300749,2018/12/31,1.451939
300481,2018/12/31,3.042916
300164,2018/12/31,1.235483
300452,2018/12/31,2.45836
300327,2018/12/31,4.213484
300577,2018/12/31,2.276758
300547,2018/12/31,1.640245
300595,2018/12/31,4.807291
300205,2018/12/31,2.046675
300026,2018/12/31,1.288954
300671,2018/12/31,2.18992
300122,2018/12/31,5.601683
300429,2018/12/31,2.876576
300076,2018/12/31,1.560784
300572,2018/12/31,2.893131
300668,2018/12/31,2.271448
300583,2018/12/31,1.208751
300515,2018/12/31,1.952357
300394,2018/12/31,3.57206
300719,2018/12/31,1.462506
300620,2018/12/31,2.014909
300196,2018/12/31,1.239783
300746,2018/12/31,1.624396
300342,2018/12/31,1.816651
300541,2018/12/31,1.53923
300316,2018/12/31,2.272348
300673,2018/12/31,2.018989
300385,2018/12/31,1.099307
300330,2018/12/31,2.502042
300443,2018/12/31,1.312448
300129,2018/12/31,0.969109
300610,2018/12/31,1.429115
300349,2018/12/31,1.61043
300430,2018/12/31,1.155126
300580,2018/12/31,1.236929
300389,2018/12/31,1.904554
300036,2018/12/31,2.662948
300498,2018/12/31,2.386615
300057,2018/12/31,0.994711
300717,2018/12/31,1.645442
300227,2018/12/31,1.786573
300469,2018/12/31,2.074942
300612,2018/12/31,2.117148
300475,2018/12/31,1.166165
300539,2018/12/31,1.38563
300517,2018/12/31,1.229013
300074,2018/12/31,1.496984
300553,2018/12/31,2.187277
300257,2018/12/31,1.635904
300314,2018/12/31,2.195072
300622,2018/12/31,1.699822
300479,2018/12/31,2.781535
300339,2018/12/31,1.32681
300535,2018/12/31,1.413583
300705,2018/12/31,1.862102
300181,2018/12/31,1.634247
300721,2018/12/31,1.259863
300552,2018/12/31,1.241591
300038,2018/12/31,1.013853
300474,2018/12/31,1.813452
300120,2018/12/31,1.076508
300669,2018/12/31,1.63155
300210,2018/12/31,1.317675
300454,2018/12/31,1.632013
300062,2018/12/31,1.197167
300504,2018/12/31,1.434888
300528,2018/12/31,1.334894
300756,2018/12/31,1.31266
300149,2018/12/31,2.236728
300440,2018/12/31,1.711294
300097,2018/12/31,1.33534
300697,2018/12/31,1.330774
300371,2018/12/31,1.554967
300177,2018/12/31,1.649683
300562,2018/12/31,1.670491
300264,2018/12/31,2.294436
300441,2018/12/31,1.344358
300634,2018/12/31,1.490322
300569,2018/12/31,1.016501
300341,2018/12/31,2.029749
300348,2018/12/31,2.386736
300375,2018/12/31,1.045849
300214,2018/12/31,1.28939
300329,2018/12/31,1.7851
300070,2018/12/31,1.032985
300159,2018/12/31,1.022037
300276,2018/12/31,1.151101
300245,2018/12/31,1.690871
300212,2018/12/31,1.467589
300503,2018/12/31,1.390609
300520,2018/12/31,1.50474
300425,2018/12/31,1.372627
300200,2018/12/31,1.14147
300284,2018/12/31,1.21112
300490,2018/12/31,1.230249
300695,2018/12/31,1.25355
300172,2018/12/31,1.388641
300640,2018/12/31,1.970276
300301,2018/12/31,1.273916
300558,2018/12/31,2.296382
300124,2018/12/31,3.107515
300072,2018/12/31,1.429842
300708,2018/12/31,1.264335
300554,2018/12/31,1.864379
300508,2018/12/31,1.949475
300400,2018/12/31,3.067072
300548,2018/12/31,2.4044
300607,2018/12/31,1.797696
300592,2018/12/31,1.393524
300282,2018/12/31,1.154025
300589,2018/12/31,1.607849
300321,2018/12/31,1.643066
300383,2018/12/31,1.950487
300448,2018/12/31,2.054539
300636,2018/12/31,1.573525
300747,2018/12/31,2.629635
300119,2018/12/31,1.124394
300288,2018/12/31,2.032972
300021,2018/12/31,1.373583
300139,2018/12/31,1.467892
300170,2018/12/31,2.129045
300094,2018/12/31,1.348487
300670,2018/12/31,2.574357
300573,2018/12/31,1.761189
300560,2018/12/31,2.06472
300739,2018/12/31,1.377291
300065,2018/12/31,1.741857
300106,2018/12/31,1.365567
300420,2018/12/31,1.536508
300169,2018/12/31,1.146185
300278,2018/12/31,1.167457
300588,2018/12/31,1.613235
300262,2018/12/31,1.16819
300281,2018/12/31,1.288537
300456,2018/12/31,1.672415
300098,2018/12/31,1.536057
300419,2018/12/31,1.553985
300051,2018/12/31,2.005524
300150,2018/12/31,1.119173
300691,2018/12/31,1.683571
300703,2018/12/31,1.760457
300598,2018/12/31,2.298105
300519,2018/12/31,2.087202
300239,2018/12/31,1.772647
300387,2018/12/31,1.334017
300207,2018/12/31,1.309246
300020,2018/12/31,1.150655
300277,2018/12/31,3.043771
300683,2018/12/31,1.236282
300540,2018/12/31,1.480264
300412,2018/12/31,1.537849
300500,2018/12/31,1.224143
300295,2018/12/31,1.431277
300643,2018/12/31,2.125336
300600,2018/12/31,1.489853
300162,2018/12/31,1.293258
300250,2018/12/31,1.477335
300396,2018/12/31,1.758495
300110,2018/12/31,1.48769
300299,2018/12/31,1.841419
300627,2018/12/31,1.994205
300557,2018/12/31,1.669624
300243,2018/12/31,1.793144
300261,2018/12/31,1.62423
300408,2018/12/31,3.500364
300582,2018/12/31,1.402481
300167,2018/12/31,1.956871
300356,2018/12/31,1.648892
300223,2018/12/31,2.262342
300087,2018/12/31,2.441755
300616,2018/12/31,1.582041
300730,2018/12/31,2.869576
300546,2018/12/31,2.204621
300068,2018/12/31,1.352966
300157,2018/12/31,0.904092
300651,2018/12/31,1.989432
300563,2018/12/31,1.937293
300484,2018/12/31,1.689866
300073,2018/12/31,2.61935
300174,2018/12/31,2.154442
300255,2018/12/31,1.233839
300289,2018/12/31,1.647779
300235,2018/12/31,1.776592
300718,2018/12/31,1.344566
300701,2018/12/31,2.133489
300112,2018/12/31,1.387131
300354,2018/12/31,2.078087
300044,2018/12/31,1.291696
300011,2018/12/31,1.337442
300079,2018/12/31,1.187267
300039,2018/12/31,1.673077
300251,2018/12/31,2.176955
300154,2018/12/31,1.209424
300418,2018/12/31,1.566787
300096,2018/12/31,2.242992
300386,2018/12/31,1.622591
300085,2018/12/31,2.161076
300521,2018/12/31,1.84294
300533,2018/12/31,1.314097
300472,2018/12/31,1.2291
300471,2018/12/31,1.27201
300495,2018/12/31,1.303268
300532,2018/12/31,1.57528
300319,2018/12/31,1.564847
300447,2018/12/31,1.590018
300318,2018/12/31,1.658722
300567,2018/12/31,2.375399
300611,2018/12/31,1.349367
300585,2018/12/31,1.646174
300626,2018/12/31,1.535536
300587,2018/12/31,1.178734
300565,2018/12/31,1.774515
300631,2018/12/31,1.667993
300650,2018/12/31,1.431498
300649,2018/12/31,2.307273
300648,2018/12/31,1.951066
300689,2018/12/31,1.670131
300712,2018/12/31,1.322068
300665,2018/12/31,1.503986
300716,2018/12/31,1.366949
300729,2018/12/31,1.297948
300727,2018/12/31,1.720284
300760,2018/12/31,1.543891
300256,2018/12/31,1.118849
300368,2018/12/31,1.699654
300662,2018/12/31,2.444804
300117,2018/12/31,1.237343
300390,2018/12/31,1.765393
300083,2018/12/31,1.063787
300102,2018/12/31,1.201464
300428,2018/12/31,1.019846
300145,2018/12/31,1.104448
300258,2018/12/31,2.026536
300272,2018/12/31,1.801279
300415,2018/12/31,1.363243
300206,2018/12/31,1.877378
300333,2018/12/31,2.597715
300502,2018/12/31,2.39095
300667,2018/12/31,3.226251
300736,2018/12/31,1.751121
300628,2018/12/31,2.313926
300593,2018/12/31,1.499448
