Stkcd,Reptdt,Num_of_meet
300171,2017/12/31,10
300465,2017/12/31,15
300084,2017/12/31,15
300499,2017/12/31,7
300298,2017/12/31,16
300097,2017/12/31,12
300601,2017/12/31,9
300602,2017/12/31,7
300096,2017/12/31,12
300126,2017/12/31,3
300543,2017/12/31,9
300289,2017/12/31,7
300292,2017/12/31,11
300392,2017/12/31,14
300163,2017/12/31,16
300502,2017/12/31,11
300148,2017/12/31,14
300028,2017/12/31,13
300382,2017/12/31,9
300512,2017/12/31,6
300599,2017/12/31,6
300198,2017/12/31,10
300093,2017/12/31,9
300550,2017/12/31,4
300686,2017/12/31,9
300607,2017/12/31,8
300652,2017/12/31,8
300716,2017/12/31,6
300613,2017/12/31,9
300504,2017/12/31,8
300689,2017/12/31,5
300678,2017/12/31,6
300628,2017/12/31,8
300565,2017/12/31,5
300605,2017/12/31,6
300030,2017/12/31,16
300191,2017/12/31,9
300209,2017/12/31,9
300288,2017/12/31,10
300095,2017/12/31,9
300200,2017/12/31,8
300478,2017/12/31,8
300481,2017/12/31,8
300045,2017/12/31,15
300418,2017/12/31,28
300670,2017/12/31,7
300072,2017/12/31,15
300606,2017/12/31,8
300676,2017/12/31,9
300612,2017/12/31,11
300737,2017/12/31,7
300347,2017/12/31,7
300555,2017/12/31,9
300088,2017/12/31,11
300317,2017/12/31,16
300431,2017/12/31,14
300261,2017/12/31,9
300456,2017/12/31,20
300470,2017/12/31,7
300332,2017/12/31,16
300032,2017/12/31,10
300510,2017/12/31,23
300463,2017/12/31,10
300411,2017/12/31,10
300636,2017/12/31,9
300695,2017/12/31,5
300359,2017/12/31,6
300151,2017/12/31,9
300581,2017/12/31,6
300005,2017/12/31,9
300175,2017/12/31,7
300355,2017/12/31,13
300425,2017/12/31,11
300312,2017/12/31,8
300048,2017/12/31,12
300315,2017/12/31,14
300337,2017/12/31,7
300518,2017/12/31,17
300566,2017/12/31,10
300467,2017/12/31,23
300098,2017/12/31,18
300123,2017/12/31,10
300124,2017/12/31,9
300153,2017/12/31,8
300177,2017/12/31,15
300364,2017/12/31,16
300050,2017/12/31,18
300426,2017/12/31,10
300010,2017/12/31,19
300232,2017/12/31,24
300055,2017/12/31,11
300362,2017/12/31,22
300366,2017/12/31,9
300477,2017/12/31,14
300377,2017/12/31,5
300187,2017/12/31,10
300081,2017/12/31,14
300526,2017/12/31,10
300065,2017/12/31,16
300733,2017/12/31,7
300208,2017/12/31,4
300531,2017/12/31,9
300452,2017/12/31,5
300152,2017/12/31,17
300404,2017/12/31,9
300268,2017/12/31,13
300145,2017/12/31,16
300610,2017/12/31,5
300267,2017/12/31,8
300667,2017/12/31,11
300687,2017/12/31,6
300721,2017/12/31,6
300283,2017/12/31,11
300423,2017/12/31,7
300350,2017/12/31,7
300482,2017/12/31,13
300135,2017/12/31,6
300323,2017/12/31,22
300049,2017/12/31,7
300043,2017/12/31,15
300062,2017/12/31,15
300091,2017/12/31,11
300254,2017/12/31,8
300266,2017/12/31,8
300294,2017/12/31,13
300297,2017/12/31,12
300449,2017/12/31,13
300011,2017/12/31,12
300025,2017/12/31,10
300035,2017/12/31,8
300058,2017/12/31,16
300061,2017/12/31,15
300069,2017/12/31,10
300075,2017/12/31,12
300079,2017/12/31,9
300082,2017/12/31,11
300085,2017/12/31,10
300086,2017/12/31,7
300099,2017/12/31,10
300100,2017/12/31,17
300108,2017/12/31,13
300109,2017/12/31,11
300129,2017/12/31,6
300137,2017/12/31,5
300139,2017/12/31,7
300142,2017/12/31,11
300159,2017/12/31,6
300166,2017/12/31,16
300182,2017/12/31,16
300183,2017/12/31,4
300189,2017/12/31,5
300206,2017/12/31,6
300214,2017/12/31,7
300221,2017/12/31,9
300234,2017/12/31,9
300246,2017/12/31,14
300249,2017/12/31,19
300265,2017/12/31,16
300272,2017/12/31,7
300274,2017/12/31,7
300276,2017/12/31,9
300287,2017/12/31,11
300291,2017/12/31,12
300300,2017/12/31,28
300063,2017/12/31,8
300397,2017/12/31,9
300293,2017/12/31,8
300002,2017/12/31,17
300012,2017/12/31,6
300013,2017/12/31,7
300022,2017/12/31,21
300071,2017/12/31,32
300076,2017/12/31,11
300083,2017/12/31,11
300094,2017/12/31,10
300111,2017/12/31,8
300116,2017/12/31,12
300169,2017/12/31,12
300331,2017/12/31,7
300090,2017/12/31,17
300269,2017/12/31,13
300156,2017/12/31,16
300176,2017/12/31,10
300299,2017/12/31,9
300306,2017/12/31,9
300496,2017/12/31,13
300664,2017/12/31,7
300307,2017/12/31,6
300311,2017/12/31,11
300318,2017/12/31,8
300326,2017/12/31,5
300345,2017/12/31,11
300352,2017/12/31,10
300356,2017/12/31,9
300358,2017/12/31,15
300369,2017/12/31,16
300384,2017/12/31,10
300385,2017/12/31,9
300399,2017/12/31,6
300409,2017/12/31,19
300419,2017/12/31,6
300433,2017/12/31,12
300438,2017/12/31,9
300442,2017/12/31,8
300457,2017/12/31,13
300460,2017/12/31,7
300462,2017/12/31,12
300464,2017/12/31,10
300473,2017/12/31,15
300486,2017/12/31,11
300488,2017/12/31,7
300490,2017/12/31,15
300515,2017/12/31,6
300522,2017/12/31,6
300527,2017/12/31,3
300530,2017/12/31,8
300533,2017/12/31,5
300549,2017/12/31,4
300561,2017/12/31,11
300585,2017/12/31,7
300588,2017/12/31,9
300597,2017/12/31,5
300603,2017/12/31,13
300608,2017/12/31,9
300609,2017/12/31,8
300615,2017/12/31,11
300637,2017/12/31,11
300641,2017/12/31,7
300663,2017/12/31,10
300665,2017/12/31,9
300649,2017/12/31,9
300621,2017/12/31,14
300672,2017/12/31,7
300640,2017/12/31,7
300660,2017/12/31,11
300710,2017/12/31,6
300680,2017/12/31,7
300706,2017/12/31,6
300702,2017/12/31,10
300698,2017/12/31,2
300711,2017/12/31,7
300688,2017/12/31,7
300720,2017/12/31,5
300709,2017/12/31,5
300696,2017/12/31,6
300727,2017/12/31,5
300723,2017/12/31,5
300647,2017/12/31,13
300388,2017/12/31,20
300600,2017/12/31,6
300348,2017/12/31,15
300104,2017/12/31,19
300506,2017/12/31,12
300216,2017/12/31,13
300619,2018/12/31,7
300125,2018/12/31,11
300748,2018/12/31,13
300700,2018/12/31,8
300632,2018/12/31,6
300751,2018/12/31,5
300487,2018/12/31,10
300260,2018/12/31,6
300398,2018/12/31,8
300132,2018/12/31,12
300602,2018/12/31,13
300623,2018/12/31,8
300285,2018/12/31,12
300220,2018/12/31,8
300545,2018/12/31,13
300617,2018/12/31,8
300586,2018/12/31,13
300016,2018/12/31,8
300146,2018/12/31,16
300613,2018/12/31,5
300204,2018/12/31,9
300722,2018/12/31,9
300638,2018/12/31,14
300657,2018/12/31,17
300423,2018/12/31,7
300455,2018/12/31,9
300692,2018/12/31,18
300591,2018/12/31,9
300690,2018/12/31,7
300042,2018/12/31,6
300723,2018/12/31,12
300741,2018/12/31,8
300395,2018/12/31,8
300536,2018/12/31,12
300107,2018/12/31,8
300114,2018/12/31,6
300568,2018/12/31,10
300024,2018/12/31,8
300193,2018/12/31,7
300590,2018/12/31,11
300534,2018/12/31,5
300453,2018/12/31,8
300753,2018/12/31,5
300025,2018/12/31,14
300121,2018/12/31,15
300525,2018/12/31,10
300556,2018/12/31,10
300249,2018/12/31,13
300037,2018/12/31,9
300501,2018/12/31,6
300637,2018/12/31,8
300263,2018/12/31,8
300211,2018/12/31,5
300201,2018/12/31,17
300374,2018/12/31,15
300439,2018/12/31,10
300179,2018/12/31,10
300559,2018/12/31,8
300017,2018/12/31,15
300034,2018/12/31,12
300041,2018/12/31,7
300081,2018/12/31,15
300450,2018/12/31,13
300652,2018/12/31,7
300421,2018/12/31,9
300345,2018/12/31,6
300575,2018/12/31,6
300458,2018/12/31,8
300491,2018/12/31,13
300365,2018/12/31,12
300403,2018/12/31,5
300054,2018/12/31,9
300052,2018/12/31,15
300188,2018/12/31,8
300148,2018/12/31,11
300242,2018/12/31,14
300414,2018/12/31,7
300435,2018/12/31,7
300579,2018/12/31,9
300401,2018/12/31,7
300101,2018/12/31,10
300596,2018/12/31,10
300224,2018/12/31,6
300103,2018/12/31,11
300393,2018/12/31,8
300529,2018/12/31,13
300685,2018/12/31,10
300218,2018/12/31,5
300379,2018/12/31,12
300138,2018/12/31,10
300240,2018/12/31,7
300298,2018/12/31,13
300699,2018/12/31,8
300445,2018/12/31,6
300629,2018/12/31,8
300378,2018/12/31,9
300296,2018/12/31,15
300092,2018/12/31,4
300507,2018/12/31,7
300346,2018/12/31,7
300485,2018/12/31,8
300322,2018/12/31,13
300105,2018/12/31,7
300176,2018/12/31,17
300357,2018/12/31,7
300531,2018/12/31,8
300738,2018/12/31,8
300144,2018/12/31,10
300161,2018/12/31,11
300184,2018/12/31,7
300624,2018/12/31,9
300358,2018/12/31,8
300066,2018/12/31,11
300127,2018/12/31,4
300194,2018/12/31,9
300007,2018/12/31,10
300320,2018/12/31,8
300715,2018/12/31,10
300259,2018/12/31,9
300406,2018/12/31,10
300645,2018/12/31,12
300480,2018/12/31,9
300522,2018/12/31,8
300115,2018/12/31,9
300639,2018/12/31,13
300416,2018/12/31,7
300726,2018/12/31,11
300732,2018/12/31,13
300183,2018/12/31,5
300570,2018/12/31,6
300304,2018/12/31,6
300233,2018/12/31,7
300476,2018/12/31,10
300047,2018/12/31,7
300437,2018/12/31,10
300003,2018/12/31,13
300009,2018/12/31,9
300045,2018/12/31,14
300213,2018/12/31,6
300675,2018/12/31,9
300678,2018/12/31,6
300215,2018/12/31,7
300228,2018/12/31,12
300229,2018/12/31,12
300658,2018/12/31,7
300653,2018/12/31,4
300542,2018/12/31,10
300244,2018/12/31,15
300286,2018/12/31,7
300659,2018/12/31,14
300248,2018/12/31,10
300274,2018/12/31,8
300303,2018/12/31,9
300336,2018/12/31,7
300019,2018/12/31,7
300681,2018/12/31,6
300140,2018/12/31,12
300391,2018/12/31,6
300190,2018/12/31,13
300724,2018/12/31,8
300635,2018/12/31,12
300078,2018/12/31,11
300538,2018/12/31,11
300682,2018/12/31,14
300328,2018/12/31,9
300584,2018/12/31,9
300725,2018/12/31,12
300067,2018/12/31,9
300630,2018/12/31,11
300494,2018/12/31,9
300436,2018/12/31,19
300091,2018/12/31,10
300492,2018/12/31,11
300655,2018/12/31,11
300609,2018/12/31,10
300615,2018/12/31,8
300018,2018/12/31,5
300457,2018/12/31,13
300205,2018/12/31,8
300749,2018/12/31,8
300164,2018/12/31,19
300452,2018/12/31,7
300481,2018/12/31,6
300327,2018/12/31,10
300026,2018/12/31,6
300547,2018/12/31,8
300577,2018/12/31,15
300595,2018/12/31,9
300080,2018/12/31,13
300671,2018/12/31,9
300122,2018/12/31,11
300076,2018/12/31,8
300429,2018/12/31,8
300572,2018/12/31,10
300196,2018/12/31,10
300668,2018/12/31,9
300583,2018/12/31,8
300515,2018/12/31,9
300761,2018/12/31,6
300394,2018/12/31,9
300719,2018/12/31,10
300620,2018/12/31,11
300746,2018/12/31,10
300342,2018/12/31,9
300541,2018/12/31,12
300673,2018/12/31,11
300316,2018/12/31,12
300129,2018/12/31,11
300330,2018/12/31,6
300385,2018/12/31,11
300057,2018/12/31,11
300443,2018/12/31,6
300610,2018/12/31,8
300349,2018/12/31,14
300430,2018/12/31,7
300580,2018/12/31,10
300036,2018/12/31,9
300389,2018/12/31,9
300498,2018/12/31,16
300717,2018/12/31,8
300469,2018/12/31,18
300227,2018/12/31,9
300517,2018/12/31,10
300475,2018/12/31,5
300612,2018/12/31,12
300539,2018/12/31,8
300553,2018/12/31,5
300074,2018/12/31,9
300062,2018/12/31,6
300257,2018/12/31,8
300622,2018/12/31,9
300314,2018/12/31,5
300705,2018/12/31,5
300479,2018/12/31,11
300339,2018/12/31,14
300535,2018/12/31,13
300120,2018/12/31,14
300721,2018/12/31,9
300149,2018/12/31,14
300181,2018/12/31,9
300474,2018/12/31,10
300504,2018/12/31,6
300528,2018/12/31,5
300756,2018/12/31,3
300038,2018/12/31,16
300552,2018/12/31,6
300669,2018/12/31,6
300210,2018/12/31,9
300454,2018/12/31,12
300097,2018/12/31,13
300264,2018/12/31,4
300440,2018/12/31,11
300757,2018/12/31,3
300697,2018/12/31,8
300441,2018/12/31,9
300371,2018/12/31,8
300177,2018/12/31,17
300562,2018/12/31,7
300348,2018/12/31,10
300569,2018/12/31,12
300634,2018/12/31,13
300708,2018/12/31,17
300375,2018/12/31,11
300341,2018/12/31,9
300214,2018/12/31,10
300329,2018/12/31,8
300070,2018/12/31,19
300072,2018/12/31,11
300245,2018/12/31,9
300159,2018/12/31,9
300276,2018/12/31,7
300212,2018/12/31,15
300558,2018/12/31,12
300425,2018/12/31,8
300520,2018/12/31,10
300200,2018/12/31,7
300503,2018/12/31,8
300124,2018/12/31,10
300284,2018/12/31,10
300490,2018/12/31,10
300640,2018/12/31,11
300301,2018/12/31,17
300695,2018/12/31,12
300172,2018/12/31,6
300282,2018/12/31,12
300589,2018/12/31,5
300592,2018/12/31,8
300400,2018/12/31,6
300554,2018/12/31,5
300508,2018/12/31,7
300548,2018/12/31,11
300607,2018/12/31,7
300321,2018/12/31,4
300383,2018/12/31,11
300448,2018/12/31,14
300755,2018/12/31,6
300739,2018/12/31,6
300560,2018/12/31,11
300170,2018/12/31,12
300636,2018/12/31,7
300747,2018/12/31,12
300119,2018/12/31,11
300288,2018/12/31,13
300139,2018/12/31,7
300065,2018/12/31,17
300021,2018/12/31,15
300094,2018/12/31,10
300020,2018/12/31,12
300670,2018/12/31,9
300573,2018/12/31,9
300387,2018/12/31,9
300106,2018/12/31,15
300277,2018/12/31,11
300759,2018/12/31,5
300420,2018/12/31,9
300519,2018/12/31,7
300703,2018/12/31,7
300598,2018/12/31,6
300207,2018/12/31,12
300239,2018/12/31,10
300691,2018/12/31,4
300150,2018/12/31,16
300262,2018/12/31,11
300419,2018/12/31,6
300051,2018/12/31,12
300278,2018/12/31,9
300588,2018/12/31,11
300098,2018/12/31,15
300169,2018/12/31,9
300281,2018/12/31,9
300456,2018/12/31,12
300412,2018/12/31,9
300683,2018/12/31,10
300540,2018/12/31,10
300295,2018/12/31,11
300643,2018/12/31,6
300500,2018/12/31,10
300396,2018/12/31,14
300250,2018/12/31,10
300600,2018/12/31,9
300162,2018/12/31,11
300243,2018/12/31,14
300557,2018/12/31,7
300627,2018/12/31,7
300299,2018/12/31,8
300110,2018/12/31,8
300261,2018/12/31,10
300582,2018/12/31,11
300356,2018/12/31,9
300167,2018/12/31,13
300408,2018/12/31,11
300087,2018/12/31,11
300223,2018/12/31,10
300616,2018/12/31,7
300730,2018/12/31,6
300068,2018/12/31,11
300546,2018/12/31,10
300651,2018/12/31,11
300157,2018/12/31,27
300718,2018/12/31,7
300112,2018/12/31,10
300484,2018/12/31,10
300563,2018/12/31,5
300701,2018/12/31,8
300073,2018/12/31,8
300174,2018/12/31,14
300235,2018/12/31,8
300255,2018/12/31,6
300289,2018/12/31,14
300354,2018/12/31,5
300011,2018/12/31,7
300039,2018/12/31,4
300044,2018/12/31,13
300079,2018/12/31,8
300083,2018/12/31,9
300085,2018/12/31,7
300096,2018/12/31,11
300102,2018/12/31,15
300117,2018/12/31,9
300145,2018/12/31,10
300154,2018/12/31,8
300251,2018/12/31,8
300256,2018/12/31,10
300258,2018/12/31,5
300272,2018/12/31,9
300318,2018/12/31,11
300319,2018/12/31,10
300368,2018/12/31,13
300386,2018/12/31,10
300390,2018/12/31,5
300415,2018/12/31,5
300418,2018/12/31,26
300428,2018/12/31,10
300447,2018/12/31,8
300471,2018/12/31,8
300472,2018/12/31,11
300495,2018/12/31,13
300521,2018/12/31,8
300532,2018/12/31,7
300533,2018/12/31,9
300565,2018/12/31,6
300567,2018/12/31,10
300585,2018/12/31,11
300587,2018/12/31,11
300611,2018/12/31,7
300626,2018/12/31,7
300631,2018/12/31,7
300648,2018/12/31,7
300649,2018/12/31,4
300650,2018/12/31,9
300662,2018/12/31,10
300665,2018/12/31,8
300689,2018/12/31,7
300712,2018/12/31,11
300716,2018/12/31,8
300727,2018/12/31,7
300729,2018/12/31,10
300760,2018/12/31,10
300063,2018/12/31,19
300283,2018/12/31,6
300502,2018/12/31,6
300333,2018/12/31,6
300667,2018/12/31,8
300206,2018/12/31,7
300056,2018/12/31,10
300380,2018/12/31,5
300294,2018/12/31,7
300332,2018/12/31,14
300593,2018/12/31,10
300628,2018/12/31,7
300032,2018/12/31,11
300008,2018/12/31,13
300376,2018/12/31,18
300510,2018/12/31,16
300702,2018/12/31,9
300505,2018/12/31,8
300608,2018/12/31,10
300326,2018/12/31,12
300752,2018/12/31,7
300131,2018/12/31,14
300279,2018/12/31,10
300308,2018/12/31,13
300470,2018/12/31,12
300581,2018/12/31,8
300660,2018/12/31,10
300664,2018/12/31,8
300306,2018/12/31,9
300711,2018/12/31,8
300126,2018/12/31,5
300231,2018/12/31,11
300141,2018/12/31,7
300075,2018/12/31,9
300171,2018/12/31,8
300405,2018/12/31,7
300399,2018/12/31,5
300576,2018/12/31,5
300707,2018/12/31,6
300633,2018/12/31,6
300656,2018/12/31,10
300642,2018/12/31,7
300674,2018/12/31,8
300202,2018/12/31,7
300625,2018/12/31,6
300477,2018/12/31,21
300099,2018/12/31,5
300158,2018/12/31,7
300377,2018/12/31,7
300606,2018/12/31,6
300031,2018/12/31,7
300543,2018/12/31,10
300698,2018/12/31,8
300710,2018/12/31,9
300267,2018/12/31,8
300537,2018/12/31,7
300136,2018/12/31,6
300442,2018/12/31,9
300566,2018/12/31,5
300265,2018/12/31,7
300302,2018/12/31,13
300706,2018/12/31,7
300360,2018/12/31,9
300473,2018/12/31,13
300483,2018/12/31,11
300046,2018/12/31,10
300291,2018/12/31,14
300514,2018/12/31,8
300338,2018/12/31,14
300006,2018/12/31,15
300337,2018/12/31,7
300050,2018/12/31,9
300369,2018/12/31,10
300713,2018/12/31,11
300709,2018/12/31,6
300672,2018/12/31,8
300745,2018/12/31,12
300108,2018/12/31,14
300290,2018/12/31,9
300513,2018/12/31,11
300736,2018/12/31,12
300735,2018/12/31,6
300165,2018/12/31,8
300363,2018/12/31,18
300209,2018/12/31,13
300530,2018/12/31,10
300597,2018/12/31,4
300654,2018/12/31,5
300043,2018/12/31,9
300252,2018/12/31,19
300384,2018/12/31,12
300424,2018/12/31,20
300013,2018/12/31,16
300208,2018/12/31,7
300647,2018/12/31,11
300185,2018/12/31,5
300058,2018/12/31,21
300310,2018/12/31,9
300195,2018/12/31,16
300335,2018/12/31,8
300293,2018/12/31,8
300693,2018/12/31,8
300355,2018/12/31,16
300381,2018/12/31,21
300427,2018/12/31,9
300663,2018/12/31,9
300225,2018/12/31,13
300449,2018/12/31,9
300464,2018/12/31,13
300511,2018/12/31,14
300603,2018/12/31,13
300680,2018/12/31,11
300750,2018/12/31,15
300438,2018/12/31,11
300661,2018/12/31,9
300687,2018/12/31,12
300134,2018/12/31,8
300287,2018/12/31,21
300527,2018/12/31,8
300599,2018/12/31,5
300694,2018/12/31,6
300621,2018/12/31,10
300676,2018/12/31,10
300178,2018/12/31,10
300199,2018/12/31,11
300605,2018/12/31,10
300109,2018/12/31,15
300305,2018/12/31,8
300137,2018/12/31,8
300270,2018/12/31,5
300373,2018/12/31,10
300382,2018/12/31,14
300155,2018/12/31,7
300618,2018/12/31,14
300100,2018/12/31,11
300422,2018/12/31,21
300040,2018/12/31,11
300641,2018/12/31,7
300489,2018/12/31,5
300493,2018/12/31,9
300482,2018/12/31,12
300488,2018/12/31,5
300465,2018/12/31,10
300549,2018/12/31,5
300370,2018/12/31,15
300230,2018/12/31,8
300111,2018/12/31,12
300246,2018/12/31,8
300352,2018/12/31,9
300666,2018/12/31,7
300168,2018/12/31,20
300397,2018/12/31,9
300216,2018/12/31,4
300292,2018/12/31,20
300499,2018/12/31,7
300696,2018/12/31,8
300048,2018/12/31,10
300004,2018/12/31,12
300010,2018/12/31,35
300222,2018/12/31,6
300307,2018/12/31,5
300344,2018/12/31,12
300219,2018/12/31,11
300253,2018/12/31,9
300268,2018/12/31,7
300516,2018/12/31,9
300737,2018/12/31,15
300049,2018/12/31,10
300417,2018/12/31,4
300030,2018/12/31,5
300684,2018/12/31,7
300604,2018/12/31,9
300686,2018/12/31,12
300015,2018/12/31,16
300160,2018/12/31,10
300192,2018/12/31,9
300451,2018/12/31,12
300462,2018/12/31,7
300323,2018/12/31,11
300496,2018/12/31,8
300518,2018/12/31,15
300679,2018/12/31,12
300217,2018/12/31,8
300012,2018/12/31,9
300432,2018/12/31,8
300407,2018/12/31,4
300113,2018/12/31,6
300143,2018/12/31,17
300238,2018/12/31,12
300388,2018/12/31,21
300444,2018/12/31,13
300069,2018/12/31,5
300175,2018/12/31,11
300409,2018/12/31,12
300002,2018/12/31,16
300340,2018/12/31,8
300509,2018/12/31,11
300359,2018/12/31,6
300561,2018/12/31,14
300743,2018/12/31,6
300402,2018/12/31,10
300486,2018/12/31,11
300236,2018/12/31,8
300366,2018/12/31,11
300644,2018/12/31,12
300153,2018/12/31,9
300191,2018/12/31,10
300118,2018/12/31,15
300315,2018/12/31,10
300353,2018/12/31,12
300459,2018/12/31,18
300055,2018/12/31,12
300410,2018/12/31,12
300688,2018/12/31,14
300550,2018/12/31,8
300198,2018/12/31,7
300221,2018/12/31,11
300133,2018/12/31,10
300720,2018/12/31,6
300234,2018/12/31,13
300740,2018/12/31,9
300232,2018/12/31,19
300237,2018/12/31,8
300571,2018/12/31,8
300731,2018/12/31,13
300151,2018/12/31,7
300317,2018/12/31,18
300578,2018/12/31,13
300601,2018/12/31,12
300555,2018/12/31,7
300166,2018/12/31,13
300300,2018/12/31,15
300468,2018/12/31,11
300551,2018/12/31,4
300733,2018/12/31,10
300463,2018/12/31,6
300273,2018/12/31,18
300506,2018/12/31,16
300152,2018/12/31,20
300466,2018/12/31,10
300084,2018/12/31,16
300088,2018/12/31,12
300142,2018/12/31,12
300187,2018/12/31,17
300241,2018/12/31,15
300005,2018/12/31,10
300331,2018/12/31,11
300347,2018/12/31,11
300512,2018/12/31,16
300526,2018/12/31,13
300104,2018/12/31,19
300182,2018/12/31,18
300523,2018/12/31,13
300350,2018/12/31,6
300061,2018/12/31,17
300189,2018/12/31,11
300203,2018/12/31,8
300275,2018/12/31,8
300313,2018/12/31,10
300364,2018/12/31,11
300433,2018/12/31,10
300280,2018/12/31,11
300077,2018/12/31,9
300130,2018/12/31,18
300758,2018/12/31,10
300325,2018/12/31,17
300351,2018/12/31,6
300404,2018/12/31,5
300022,2018/12/31,21
300226,2018/12/31,12
300254,2018/12/31,12
300095,2018/12/31,19
300035,2018/12/31,9
300311,2018/12/31,8
300392,2018/12/31,16
300180,2018/12/31,12
300460,2018/12/31,5
300461,2018/12/31,8
300434,2018/12/31,6
300467,2018/12/31,14
300173,2018/12/31,10
300197,2018/12/31,18
300431,2018/12/31,16
300027,2018/12/31,10
300001,2018/12/31,12
300053,2018/12/31,13
300071,2018/12/31,19
300128,2018/12/31,8
300269,2018/12/31,25
300343,2018/12/31,18
300324,2018/12/31,18
300677,2018/12/31,10
300014,2018/12/31,14
300478,2018/12/31,7
300271,2018/12/31,12
300297,2018/12/31,19
300086,2018/12/31,12
300334,2018/12/31,10
300312,2018/12/31,9
300497,2018/12/31,10
300082,2018/12/31,11
300413,2018/12/31,12
300247,2018/12/31,13
300123,2018/12/31,10
300411,2018/12/31,14
300266,2018/12/31,9
300028,2018/12/31,8
300135,2018/12/31,6
300426,2018/12/31,13
300362,2018/12/31,15
300090,2018/12/31,11
300116,2018/12/31,23
300147,2018/12/31,9
300156,2018/12/31,9
300163,2018/12/31,10
300089,2018/12/31,11
300093,2018/12/31,10
300742,2018/12/31,12
