Stkcd,Reptdt,RDSpendSum
300110,2016/12/31,52831559.68
300111,2016/12/31,58170159.92
300112,2016/12/31,33580620.78
300113,2016/12/31,196398232.8
300114,2016/12/31,62269834.94
300115,2016/12/31,483479496.5
300116,2016/12/31,166641446.5
300117,2016/12/31,64996513.29
300118,2016/12/31,211986634.4
300119,2016/12/31,105897181.8
300120,2016/12/31,17180744.83
300121,2016/12/31,32658820.91
300122,2016/12/31,75622937.02
300123,2016/12/31,31954428.1
300124,2016/12/31,385320045
300125,2016/12/31,3086170.29
300126,2016/12/31,27234455.4
300127,2016/12/31,18501774.63
300128,2016/12/31,83477346.94
300129,2016/12/31,49504006.58
300130,2016/12/31,148932441.4
300131,2016/12/31,23488615.65
300132,2016/12/31,22542219.66
300134,2016/12/31,165654616.1
300135,2016/12/31,50958163.23
300136,2016/12/31,109151873.5
300137,2016/12/31,48026730.33
300138,2016/12/31,82700526.15
300139,2016/12/31,26647285.25
300140,2016/12/31,59832103.44
300141,2016/12/31,24420239.4
300142,2016/12/31,310949356.8
300143,2016/12/31,14194748.84
300144,2016/12/31,43645622.71
300145,2016/12/31,116664671
300146,2016/12/31,102164814.8
300147,2016/12/31,105009703.8
300148,2016/12/31,58816890.71
300149,2016/12/31,13145819.63
300150,2016/12/31,37161825.24
300151,2016/12/31,28436633.32
300152,2016/12/31,44017164.85
300153,2016/12/31,38812062.57
300154,2016/12/31,28102545.81
300155,2016/12/31,104041211.9
300156,2016/12/31,93944629.87
300157,2016/12/31,67000579.06
300158,2016/12/31,87380645.82
300159,2016/12/31,92706228.86
300160,2016/12/31,39118540.34
300161,2016/12/31,139463484.1
300162,2016/12/31,34080767.55
300163,2016/12/31,11301641.93
300164,2016/12/31,11535307.64
300165,2016/12/31,36262224.06
300166,2016/12/31,156260858.7
300167,2016/12/31,26513723.41
300168,2016/12/31,380940168.4
300169,2016/12/31,34753972.83
300170,2016/12/31,173299041.9
300171,2016/12/31,92544957.58
300172,2016/12/31,29789519.24
300173,2016/12/31,33283737.29
300174,2016/12/31,27250891.86
300175,2016/12/31,418743.49
300176,2016/12/31,61186006.04
300177,2016/12/31,114131809.4
300178,2016/12/31,33700625.56
300179,2016/12/31,12991964.64
300180,2016/12/31,39869588.19
300181,2016/12/31,22480878.01
300182,2016/12/31,126795500.9
300183,2016/12/31,142901777.4
300184,2016/12/31,14872430.49
300185,2016/12/31,61953054.41
300187,2016/12/31,51997611.04
300188,2016/12/31,157313616.6
300189,2016/12/31,39566740.78
300190,2016/12/31,46754997.38
300191,2016/12/31,10527049.11
300192,2016/12/31,21207958.06
300193,2016/12/31,45204025.43
300194,2016/12/31,78298468.6
300195,2016/12/31,77095291.99
300196,2016/12/31,59919903.89
300197,2016/12/31,182185957.1
300198,2016/12/31,21964202.79
300199,2016/12/31,60364304.84
300200,2016/12/31,36140179.23
300201,2016/12/31,75117017.39
300202,2016/12/31,60444817.5
300203,2016/12/31,205745104.3
300536,2017/12/31,13421329.69
300320,2017/12/31,41080285.78
300451,2017/12/31,115725190.5
300483,2017/12/31,11883891.71
300474,2017/12/31,58037201.52
300476,2017/12/31,99690469.12
300193,2017/12/31,42233602.32
300161,2017/12/31,145740867.1
300495,2017/12/31,17866720.68
300204,2017/12/31,92134151.49
300618,2017/12/31,24011822
300016,2017/12/31,22246705.6
300146,2017/12/31,83324681.82
300414,2017/12/31,23843448.86
300590,2017/12/31,45968918.42
300677,2017/12/31,56913837.03
300700,2017/12/31,18653419.81
300102,2017/12/31,72644568.47
300301,2017/12/31,87421267.63
300413,2017/12/31,44046256.72
300286,2017/12/31,35261117.5
300650,2017/12/31,15726510.6
300041,2017/12/31,67404734.98
300459,2017/12/31,87614953.4
300505,2017/12/31,18946253.36
300450,2017/12/31,123089340.3
300239,2017/12/31,14400074.2
300545,2017/12/31,41625728.18
300559,2017/12/31,23606869.38
300557,2017/12/31,22358227.6
300584,2017/12/31,35461240.25
300003,2017/12/31,289157327.3
300302,2017/12/31,27340159.33
300313,2017/12/31,1693067.48
300656,2017/12/31,8664917.92
300681,2017/12/31,34404351.93
300715,2017/12/31,12630125.59
300114,2017/12/31,72962662.75
300357,2017/12/31,24185394.3
300376,2017/12/31,221481264.6
300393,2017/12/31,120992847.4
300416,2017/12/31,34596662.42
300485,2017/12/31,26107041.49
300511,2017/12/31,7081145.4
300181,2017/12/31,26187844.92
300199,2017/12/31,89416514.34
300275,2017/12/31,30706389.13
300365,2017/12/31,79016887.25
300398,2017/12/31,84252846.94
300428,2017/12/31,29321419.69
300143,2017/12/31,7735428.55
300226,2017/12/31,46588372.51
300248,2017/12/31,105051851.5
300383,2017/12/31,111994123.2
300453,2017/12/31,14748363.99
300131,2017/12/31,45642473.7
300014,2017/12/31,232915990.4
300046,2017/12/31,11145193.82
300122,2017/12/31,93641062.79
300178,2017/12/31,36561305.33
300260,2017/12/31,23021577.85
300394,2017/12/31,34258855.18
300491,2017/12/31,30555204.22
300563,2017/12/31,14717426.4
300690,2017/12/31,19100789.45
300052,2017/12/31,65000093.13
300436,2017/12/31,75332543.46
300509,2017/12/31,21266091.33
300105,2017/12/31,50958398.55
300130,2017/12/31,154873998.2
300659,2017/12/31,45135704.78
300001,2017/12/31,220249681.5
300024,2017/12/31,164541621.6
300034,2017/12/31,36726310.66
300188,2017/12/31,203473214.3
300304,2017/12/31,47267395.58
300534,2017/12/31,6135696.96
300635,2017/12/31,21650873.96
300007,2017/12/31,91097376.27
300038,2017/12/31,115631136.7
300256,2017/12/31,262467399.5
300270,2017/12/31,38787047.46
300173,2017/12/31,25181958
300237,2017/12/31,132608144.2
300381,2017/12/31,93931075.15
300701,2017/12/31,7439692.97
300027,2017/12/31,41230386.89
300037,2017/12/31,128641329.9
300068,2017/12/31,261695420.6
300103,2017/12/31,10440287.68
300138,2017/12/31,125904476.5
300185,2017/12/31,67914202.72
300240,2017/12/31,39925100
300296,2017/12/31,262618524.9
300322,2017/12/31,128275549.5
300520,2017/12/31,131128241.6
300532,2017/12/31,30669901.75
300586,2017/12/31,16124437.61
300593,2017/12/31,69470373.5
300655,2017/12/31,28340920.38
300009,2017/12/31,130725058.9
300047,2017/12/31,237103847.4
300092,2017/12/31,9472094.16
300101,2017/12/31,65708750.97
300127,2017/12/31,19581667.22
300144,2017/12/31,52888750.07
300339,2017/12/31,193795465
300373,2017/12/31,72316337.73
300421,2017/12/31,20600913.82
300429,2017/12/31,38873054.87
300507,2017/12/31,23359420.46
300569,2017/12/31,22515533.81
300570,2017/12/31,20212318.59
300596,2017/12/31,53040872.03
300647,2017/12/31,24626046.39
300708,2017/12/31,24133854.21
300717,2017/12/31,8881123.09
300036,2017/12/31,209770206.9
300117,2017/12/31,89086549.23
300205,2017/12/31,164754562.8
300233,2017/12/31,149063677.9
300242,2017/12/31,38509602.87
300346,2017/12/31,38443187.33
300349,2017/12/31,99745326.9
300378,2017/12/31,144062715.8
300548,2017/12/31,19501981.94
300567,2017/12/31,117093731.7
300705,2017/12/31,28566957.32
300018,2017/12/31,53411387.48
300026,2017/12/31,165903190
300115,2017/12/31,629112085.7
300222,2017/12/31,154753812.5
300229,2017/12/31,144574794.5
300282,2017/12/31,66204124.79
300327,2017/12/31,93516005.73
300328,2017/12/31,40415297.29
300403,2017/12/31,40008166.85
300406,2017/12/31,53201789.14
300427,2017/12/31,46784352.23
300445,2017/12/31,27581262.02
300455,2017/12/31,28229584.53
300479,2017/12/31,43638201.41
300480,2017/12/31,19892429.43
300516,2017/12/31,59911174.85
300523,2017/12/31,85044779.2
300562,2017/12/31,66116633.84
300575,2017/12/31,42777872.43
300619,2017/12/31,19279214.98
300653,2017/12/31,16421131.86
300658,2017/12/31,25175176.55
300682,2017/12/31,97301644.68
300684,2017/12/31,29656973.86
300692,2017/12/31,8104494.95
300722,2017/12/31,12023565.69
300019,2017/12/31,33799621.19
300044,2017/12/31,72961775.47
300107,2017/12/31,19009376.17
300110,2017/12/31,49821214.75
300128,2017/12/31,62751864.21
300147,2017/12/31,102971208.2
300190,2017/12/31,48432836.86
300194,2017/12/31,95565986.85
300213,2017/12/31,84861137.24
300215,2017/12/31,53486277.11
300223,2017/12/31,56740130.85
300244,2017/12/31,134350092.7
300252,2017/12/31,99536936.92
300259,2017/12/31,46096407.58
300273,2017/12/31,72418131.35
300305,2017/12/31,25247991.9
300324,2017/12/31,113761307.8
300342,2017/12/31,39809688.32
300353,2017/12/31,154090473
300375,2017/12/31,49413203.57
300437,2017/12/31,21734772.17
300633,2017/12/31,176931033.2
300639,2017/12/31,37817048.77
300719,2017/12/31,39949303.26
300547,2017/12/31,21496594.37
300056,2017/12/31,48967151.47
300066,2017/12/31,34457195.52
300073,2017/12/31,103589323.8
300106,2017/12/31,22018550
300149,2017/12/31,14597806.58
300150,2017/12/31,49516212.5
300154,2017/12/31,31158590.7
300172,2017/12/31,30270831.1
300192,2017/12/31,20218357.25
300227,2017/12/31,28987479.67
300310,2017/12/31,96777376.16
300334,2017/12/31,69569629.35
300400,2017/12/31,24280603.84
300401,2017/12/31,22102535.26
300424,2017/12/31,42430164.3
300430,2017/12/31,28576701.82
300529,2017/12/31,26630035.88
300538,2017/12/31,7428998.09
300568,2017/12/31,40977195.91
300620,2017/12/31,20650700.26
300685,2017/12/31,50828141.89
300699,2017/12/31,131622892
300074,2017/12/31,41484566.46
300087,2017/12/31,45207775.36
300121,2017/12/31,63634602.78
300164,2017/12/31,17475432.82
300218,2017/12/31,80795281.34
300420,2017/12/31,36958997.43
300441,2017/12/31,44822525.01
300466,2017/12/31,35611141.41
300598,2017/12/31,38833586.68
300140,2017/12/31,72635400.12
300196,2017/12/31,66088684.61
300493,2017/12/31,31454562.6
300539,2017/12/31,17876298.09
300552,2017/12/31,76496918
300238,2017/12/31,33815368.4
300616,2017/12/31,197162179.3
300683,2017/12/31,24497690.88
300057,2017/12/31,78082545.3
300212,2017/12/31,222719965.2
300241,2017/12/31,57969018.52
300263,2017/12/31,43463178.44
300271,2017/12/31,330774398.8
300284,2017/12/31,202000892.5
300314,2017/12/31,18012656.06
300316,2017/12/31,164801042.8
300325,2017/12/31,79176736.55
300341,2017/12/31,36114414.49
300371,2017/12/31,10698908.05
300443,2017/12/31,22177045.81
300498,2017/12/31,233231896.4
300556,2017/12/31,25238500.37
300558,2017/12/31,380639832.7
300589,2017/12/31,38494663.74
300595,2017/12/31,10396453.02
300627,2017/12/31,75929999.59
300245,2017/12/31,37466671.16
300572,2017/12/31,28559589.2
300673,2017/12/31,20077872.82
300021,2017/12/31,33841787.91
300225,2017/12/31,24927808.73
300278,2017/12/31,59838233.62
300308,2017/12/31,129305025.4
300330,2017/12/31,15405179.57
300374,2017/12/31,7037023.09
300541,2017/12/31,40376905.77
300617,2017/12/31,12975516.64
300623,2017/12/31,20950021.29
300630,2017/12/31,63304196.17
300662,2017/12/31,7382435.84
300120,2017/12/31,28387647.6
300202,2017/12/31,65229161.66
300217,2017/12/31,64815052.99
300220,2017/12/31,17663611.8
300329,2017/12/31,36048253.27
300368,2017/12/31,72728436.1
300458,2017/12/31,342178070.7
300517,2017/12/31,12194862.35
300535,2017/12/31,20414019.75
300577,2017/12/31,35768549.5
300638,2017/12/31,50908385.94
300643,2017/12/31,9965483.29
300669,2017/12/31,13678003.66
300725,2017/12/31,24731650.28
300731,2017/12/31,14782113.16
300736,2017/12/31,8537358.87
300017,2017/12/31,550373588.7
300078,2017/12/31,104930575.9
300228,2017/12/31,68655448.22
300343,2017/12/31,30705580.78
300389,2017/12/31,80235713.41
300500,2017/12/31,19297724.69
300132,2017/12/31,26766850.46
300255,2017/12/31,92585624.98
300440,2017/12/31,49281057.32
300514,2017/12/31,47001509.03
300546,2017/12/31,48090079.58
300713,2017/12/31,25348949.87
300735,2017/12/31,44830749.23
300080,2017/12/31,66082961.85
300112,2017/12/31,48618526.67
300125,2017/12/31,1413053.47
300197,2017/12/31,324084244.1
300211,2017/12/31,9952749.66
300224,2017/12/31,96697722.55
300258,2017/12/31,57003220.97
300285,2017/12/31,74008497
300379,2017/12/31,62092582.36
300432,2017/12/31,91278122.94
300469,2017/12/31,53268049.93
300484,2017/12/31,49879998.19
300487,2017/12/31,26301199.5
300489,2017/12/31,6922598.84
300503,2017/12/31,44600056.44
300508,2017/12/31,51218127.53
300519,2017/12/31,18665399.44
300537,2017/12/31,18599146.84
300554,2017/12/31,14713288.45
300560,2017/12/31,25226338
300592,2017/12/31,21345138.36
300611,2017/12/31,16256221.55
300626,2017/12/31,32681950.63
300631,2017/12/31,17072305.5
300668,2017/12/31,13307125.68
300671,2017/12/31,37497486.11
300691,2017/12/31,70408247.36
300697,2017/12/31,25946365.14
300051,2017/12/31,26240271.11
300136,2017/12/31,168672962.3
300207,2017/12/31,647135718.2
300235,2017/12/31,26134126.45
300257,2017/12/31,82406979.67
300264,2017/12/31,52351688.22
300295,2017/12/31,32584539.8
300319,2017/12/31,56601465.95
300348,2017/12/31,103465048.9
300363,2017/12/31,75329150.61
300370,2017/12/31,71813798.46
300380,2017/12/31,83053583.2
300444,2017/12/31,75506150.33
300447,2017/12/31,60106701.39
300448,2017/12/31,47098182.32
300513,2017/12/31,26485874.71
300578,2017/12/31,15861246.28
300624,2017/12/31,92483574.48
300625,2017/12/31,42669876.67
300632,2017/12/31,27107517.26
300648,2017/12/31,41191076.37
300732,2017/12/31,34323713.16
300738,2017/12/31,15431907.43
300739,2017/12/31,45102689.58
300020,2017/12/31,117122125.8
300039,2017/12/31,77448777.57
300113,2017/12/31,194902411.4
300134,2017/12/31,181270115.1
300167,2017/12/31,20768692.7
300195,2017/12/31,87657993.4
300277,2017/12/31,25057124.93
300290,2017/12/31,36892569.05
300402,2017/12/31,15905492.17
300412,2017/12/31,23920592.19
300472,2017/12/31,21347667.34
300642,2017/12/31,29647930.4
300032,2017/12/31,147833717.5
300045,2017/12/31,62415958.02
300067,2017/12/31,48483839.67
300072,2017/12/31,317181176.3
300088,2017/12/31,71635025.43
300095,2017/12/31,31319432.85
300119,2017/12/31,108941440.4
300141,2017/12/31,22002161.54
300162,2017/12/31,34593822.76
300170,2017/12/31,277412247.3
300200,2017/12/31,48676771.2
300243,2017/12/31,46614345.55
300261,2017/12/31,80082497.12
300280,2017/12/31,9521255.92
300281,2017/12/31,21468823.4
300288,2017/12/31,33053246.28
300317,2017/12/31,36617814.3
300321,2017/12/31,22009654.58
300332,2017/12/31,36546515.69
300333,2017/12/31,56917076.36
300338,2017/12/31,65045289.43
300347,2017/12/31,58613805.95
300351,2017/12/31,62278719.89
300388,2017/12/31,54317472.53
300408,2017/12/31,112647660.1
300411,2017/12/31,18396939.2
300415,2017/12/31,90818448.45
300418,2017/12/31,282647779.4
300431,2017/12/31,174267695.9
300434,2017/12/31,19728748.85
300439,2017/12/31,92568410.23
300456,2017/12/31,48290561.76
300463,2017/12/31,108817220.6
300470,2017/12/31,26082546.11
300478,2017/12/31,35049291.3
300481,2017/12/31,44795501.91
300497,2017/12/31,43508793.54
300501,2017/12/31,16865268.9
300510,2017/12/31,33345218.14
300553,2017/12/31,14527888.23
300555,2017/12/31,19232904.98
300573,2017/12/31,31837042.1
300582,2017/12/31,71620552.61
300600,2017/12/31,28510566.57
300606,2017/12/31,9955244.73
300612,2017/12/31,18842176.87
300636,2017/12/31,12520495.93
300670,2017/12/31,10542741.08
300676,2017/12/31,174314115.7
300695,2017/12/31,30666633.34
300703,2017/12/31,39783118.05
300726,2017/12/31,24477209.73
300737,2017/12/31,86071131.89
300006,2017/12/31,54850755.17
300008,2017/12/31,41002879.36
300015,2017/12/31,41120405.43
300053,2017/12/31,28577357.2
300070,2017/12/31,278411541.3
300077,2017/12/31,137469143.6
300157,2017/12/31,40797457.88
300158,2017/12/31,155544359.1
300174,2017/12/31,100360184.1
300180,2017/12/31,118333115.4
300184,2017/12/31,28619963.99
300210,2017/12/31,31618560.7
300219,2017/12/31,175811984
300250,2017/12/31,85689319.51
300303,2017/12/31,87628323.24
300335,2017/12/31,51387418.7
300360,2017/12/31,53633609.03
300390,2017/12/31,24722569.7
300396,2017/12/31,102683398.3
300410,2017/12/31,65322668.9
300417,2017/12/31,13015653.09
300435,2017/12/31,15657354.34
300461,2017/12/31,26219959.45
300475,2017/12/31,17705182.54
300521,2017/12/31,19435972.7
300542,2017/12/31,127388493.5
300580,2017/12/31,26975057.04
300654,2017/12/31,829190.91
300679,2017/12/31,123996963.7
300707,2017/12/31,12623437.64
300729,2017/12/31,27192198.4
300031,2017/12/31,26652641.37
300040,2017/12/31,48186425.66
300054,2017/12/31,113430295.6
300089,2017/12/31,21405392.57
300133,2017/12/31,30193310.58
300165,2017/12/31,64036589.39
300168,2017/12/31,303982601
300203,2017/12/31,269695115.7
300236,2017/12/31,39510488.88
300262,2017/12/31,21365830.05
300279,2017/12/31,60187081.54
300340,2017/12/31,91283529.81
300386,2017/12/31,121578601.9
300387,2017/12/31,15995292.57
300391,2017/12/31,33888711.88
300407,2017/12/31,57053627.48
300468,2017/12/31,94551500.83
300471,2017/12/31,27178018.61
300494,2017/12/31,44637807.01
300551,2017/12/31,38169805.99
300571,2017/12/31,23734495.17
300583,2017/12/31,31664867.93
300587,2017/12/31,10774524.52
300645,2017/12/31,55405696.81
300657,2017/12/31,63755525.43
300661,2017/12/31,65193093.03
300666,2017/12/31,32494885.24
300675,2017/12/31,33922160.18
300693,2017/12/31,42773293.01
300712,2017/12/31,14855522.17
300718,2017/12/31,22286478.4
300730,2017/12/31,22045032.76
300011,2017/12/31,99310849.52
300025,2017/12/31,69270259.2
300035,2017/12/31,29893428.66
300058,2017/12/31,165779449.3
300061,2017/12/31,74358480.17
300069,2017/12/31,12136835.58
300075,2017/12/31,89807052.71
300079,2017/12/31,242230468.6
300082,2017/12/31,167101094.7
300085,2017/12/31,53883716.11
300086,2017/12/31,10371068.27
300099,2017/12/31,30637420.38
300100,2017/12/31,130747652.5
300108,2017/12/31,20220062.06
300109,2017/12/31,32755279.63
300129,2017/12/31,55014097.03
300137,2017/12/31,48867892
300139,2017/12/31,21783155.22
300142,2017/12/31,333235028.5
300159,2017/12/31,71199555.73
300166,2017/12/31,326424157.8
300182,2017/12/31,153081927.2
300183,2017/12/31,160255551
300189,2017/12/31,33149119.63
300206,2017/12/31,176707963.4
300214,2017/12/31,54765193.49
300221,2017/12/31,114371278
300234,2017/12/31,23383052.87
300246,2017/12/31,37513390.97
300249,2017/12/31,48791742.09
300265,2017/12/31,64571598.36
300272,2017/12/31,51366319.46
300274,2017/12/31,352242228.5
300276,2017/12/31,27642475.65
300287,2017/12/31,135891518.5
300300,2017/12/31,47227599.92
300307,2017/12/31,63029444.51
300311,2017/12/31,136866039.6
300318,2017/12/31,58590685.81
300326,2017/12/31,51344664.25
300345,2017/12/31,29109052.24
300352,2017/12/31,101050909
300356,2017/12/31,47206919.08
300358,2017/12/31,137983544.1
300369,2017/12/31,289875551.2
300384,2017/12/31,16750847.03
300385,2017/12/31,26387480.19
300399,2017/12/31,16796834.13
300409,2017/12/31,82200481.34
300419,2017/12/31,33212145.34
300433,2017/12/31,1575723765
300438,2017/12/31,85029588
300442,2017/12/31,36168571.93
300457,2017/12/31,102972842.5
300460,2017/12/31,25935755.47
300462,2017/12/31,17220606.24
300464,2017/12/31,24697620.49
300473,2017/12/31,45125955.04
300486,2017/12/31,22285055.69
300488,2017/12/31,17147258.28
300490,2017/12/31,45019682.16
300515,2017/12/31,27359085.72
300522,2017/12/31,20559055.54
300527,2017/12/31,74326070.75
300530,2017/12/31,10539657.73
300533,2017/12/31,102932220.1
300549,2017/12/31,15807962.86
300561,2017/12/31,28818427.64
300585,2017/12/31,30115303.33
300588,2017/12/31,32254905.92
300597,2017/12/31,15454732.21
300603,2017/12/31,24436046.15
300608,2017/12/31,143792855.4
300609,2017/12/31,26658195.4
300615,2017/12/31,20312787.35
300637,2017/12/31,20685162.56
300640,2017/12/31,15418293.96
300641,2017/12/31,36611828.48
300649,2017/12/31,8219352.8
300660,2017/12/31,81017365.03
300663,2017/12/31,85472348.16
300665,2017/12/31,9229510.87
300672,2017/12/31,131646759.3
300680,2017/12/31,12442395.68
300688,2017/12/31,9775591.53
300696,2017/12/31,6720825.78
300698,2017/12/31,17636552.16
300702,2017/12/31,59209844.34
300706,2017/12/31,10717670.76
300709,2017/12/31,54128473.06
300710,2017/12/31,15142413.69
300711,2017/12/31,35150509.66
300720,2017/12/31,9324482.66
300723,2017/12/31,83566265.48
300727,2017/12/31,18503630.27
300004,2017/12/31,34459359.02
300005,2017/12/31,53274004.13
300010,2017/12/31,155301492.9
300028,2017/12/31,5381580.53
300030,2017/12/31,37054917.93
300042,2017/12/31,26311609.46
300048,2017/12/31,135961171.4
300050,2017/12/31,64769233.33
300055,2017/12/31,50950845.27
300065,2017/12/31,52034741.69
300081,2017/12/31,22974699.31
300084,2017/12/31,30203419.28
300093,2017/12/31,23133419.96
300096,2017/12/31,106626903.2
300097,2017/12/31,40346522.09
300098,2017/12/31,166457712.7
300118,2017/12/31,357844308.9
300123,2017/12/31,54317380.94
300124,2017/12/31,592208629.7
300126,2017/12/31,21489070.3
300148,2017/12/31,117091251.8
300151,2017/12/31,34071395.34
300152,2017/12/31,24721016.22
300153,2017/12/31,28783422.64
300155,2017/12/31,96588257.4
300160,2017/12/31,45239755.06
300163,2017/12/31,15187914.62
300171,2017/12/31,113151874.2
300177,2017/12/31,140631353.3
300179,2017/12/31,20991359.35
300187,2017/12/31,37304661.06
300191,2017/12/31,16740785.78
300198,2017/12/31,20912820.46
300201,2017/12/31,77291130.81
300208,2017/12/31,38293063.36
300209,2017/12/31,82451395.71
300230,2017/12/31,115246216.9
300231,2017/12/31,36897435.58
300232,2017/12/31,109200090.1
300247,2017/12/31,52241309.65
300253,2017/12/31,241800279
300267,2017/12/31,78901667.89
300289,2017/12/31,36775097.3
300292,2017/12/31,116719209.8
300298,2017/12/31,73981448.79
300312,2017/12/31,35208323.23
300315,2017/12/31,451024060.4
300337,2017/12/31,61941309.63
300344,2017/12/31,30912296.42
300354,2017/12/31,15306417.7
300355,2017/12/31,166623162.8
300359,2017/12/31,47072653.76
300362,2017/12/31,32711560.65
300364,2017/12/31,114588405.6
300366,2017/12/31,83449673.08
300377,2017/12/31,192527309.8
300382,2017/12/31,22812261.06
300392,2017/12/31,44453561.05
300405,2017/12/31,42861595.98
300422,2017/12/31,45411578.42
300425,2017/12/31,21258373.59
300452,2017/12/31,8595360.36
300465,2017/12/31,65053129.3
300467,2017/12/31,41189399.97
300477,2017/12/31,142599684.4
300499,2017/12/31,40575542.12
300502,2017/12/31,44932028.87
300504,2017/12/31,89389951
300512,2017/12/31,37163662.81
300518,2017/12/31,50591150.53
300525,2017/12/31,48655797.15
300526,2017/12/31,21052778.67
300531,2017/12/31,55869895.81
300540,2017/12/31,12824205.1
300543,2017/12/31,41086938.59
300550,2017/12/31,40828342.34
300565,2017/12/31,32717220.34
300566,2017/12/31,54766870.94
300576,2017/12/31,19585626.18
300581,2017/12/31,5922671.24
300591,2017/12/31,13335253.04
300599,2017/12/31,38666455.8
300601,2017/12/31,119275170.2
300602,2017/12/31,51542624.39
300604,2017/12/31,36871303.61
300605,2017/12/31,22919160.26
300607,2017/12/31,43458960.23
300613,2017/12/31,71125601.78
300628,2017/12/31,99364992.28
300652,2017/12/31,15987760.27
300667,2017/12/31,21248453.09
300678,2017/12/31,12946436.26
300686,2017/12/31,21605600.81
300687,2017/12/31,38939770.25
300689,2017/12/31,11878666.85
300716,2017/12/31,28107068.48
300721,2017/12/31,22644601.58
300733,2017/12/31,25531544.89
300062,2017/12/31,34645628.27
300063,2017/12/31,9870428.62
300091,2017/12/31,45051541.11
300145,2017/12/31,161738235.8
300254,2017/12/31,45398642.06
300266,2017/12/31,136997468.2
300283,2017/12/31,27614222.75
300293,2017/12/31,48367677.58
300294,2017/12/31,59224793.68
300297,2017/12/31,245055287.1
300350,2017/12/31,65726533.19
300397,2017/12/31,55553739
300404,2017/12/31,10385844.92
300423,2017/12/31,11044029.56
300449,2017/12/31,24393118.77
300610,2017/12/31,21659479
300002,2017/12/31,204388449
300012,2017/12/31,181920819.9
300013,2017/12/31,49265297.6
300071,2017/12/31,24820850.27
300076,2017/12/31,17613675.92
300083,2017/12/31,270858798.3
300094,2017/12/31,118000000
300104,2017/12/31,1004826507
300111,2017/12/31,41276682.75
300116,2017/12/31,502146760.6
300176,2017/12/31,67815071.92
300299,2017/12/31,51649415.43
300306,2017/12/31,68477469.85
300496,2017/12/31,144394367.5
300506,2017/12/31,25796673.88
300664,2017/12/31,9961008.93
300043,2017/12/31,124202998.9
300049,2017/12/31,86113094.43
300090,2017/12/31,35566589.5
300135,2017/12/31,46233603.96
300156,2017/12/31,84137362.83
300169,2017/12/31,33192736.21
300269,2017/12/31,71688508.63
300323,2017/12/31,128855288.7
300331,2017/12/31,71016820.04
300482,2017/12/31,105897509.4
300216,2017/12/31,52383333.64
300619,2018/12/31,33909936.62
300700,2018/12/31,15469253.92
300748,2018/12/31,55701043.38
300632,2018/12/31,34708372.62
300260,2018/12/31,42339013.49
300398,2018/12/31,113993873.8
300487,2018/12/31,32776920.83
300751,2018/12/31,39355400.23
300132,2018/12/31,46821595.71
300602,2018/12/31,68219291.08
300623,2018/12/31,26042310.3
300016,2018/12/31,25958965.59
300146,2018/12/31,103489887.5
300220,2018/12/31,14089105.75
300285,2018/12/31,103240794.4
300545,2018/12/31,57023862.53
300586,2018/12/31,19533818.63
300617,2018/12/31,15665695.27
300613,2018/12/31,132643869.5
300204,2018/12/31,129960757.8
300722,2018/12/31,17436869.38
300638,2018/12/31,110762187.3
300657,2018/12/31,83891944.59
300423,2018/12/31,113156372.9
300455,2018/12/31,28328193.35
300591,2018/12/31,19642205.84
300690,2018/12/31,16172836.17
300692,2018/12/31,12832773.93
300042,2018/12/31,21488972.04
300723,2018/12/31,91381465.64
300741,2018/12/31,149740767
300024,2018/12/31,194818340.8
300107,2018/12/31,49492903.69
300114,2018/12/31,73336291.27
300395,2018/12/31,47960536.72
300536,2018/12/31,15261914.05
300568,2018/12/31,38203249.31
300025,2018/12/31,55068319.02
300193,2018/12/31,54191242.18
300453,2018/12/31,20918730.98
300534,2018/12/31,6731895.43
300590,2018/12/31,67389837.79
300753,2018/12/31,20982527.57
300037,2018/12/31,170599010.4
300121,2018/12/31,38003620.38
300249,2018/12/31,72027854.86
300501,2018/12/31,23264042.48
300525,2018/12/31,86562242.72
300556,2018/12/31,30794719.46
300017,2018/12/31,671271331.6
300179,2018/12/31,37011113.1
300201,2018/12/31,93943233.07
300211,2018/12/31,8284788.19
300263,2018/12/31,60042938.78
300374,2018/12/31,11440253.76
300439,2018/12/31,109640346
300559,2018/12/31,38304384.54
300637,2018/12/31,21918406.41
300034,2018/12/31,58188640.44
300041,2018/12/31,72812888.16
300081,2018/12/31,43659793.64
300450,2018/12/31,283664752
300652,2018/12/31,14736277.57
300345,2018/12/31,28236673.27
300365,2018/12/31,94366728.1
300421,2018/12/31,33320031.15
300458,2018/12/31,312246433.6
300491,2018/12/31,24666582.26
300575,2018/12/31,54144928.39
300052,2018/12/31,44814450.52
300054,2018/12/31,156345978.6
300148,2018/12/31,140932312.9
300188,2018/12/31,261769029.1
300403,2018/12/31,56778824.36
300414,2018/12/31,27124879.12
300435,2018/12/31,23503863.26
300579,2018/12/31,83958490.28
300242,2018/12/31,54103152.71
300101,2018/12/31,97446774.79
300103,2018/12/31,9641560.47
300138,2018/12/31,152176916.1
300218,2018/12/31,82075549.05
300224,2018/12/31,111690609.8
300240,2018/12/31,48641800
300298,2018/12/31,160516356.4
300379,2018/12/31,70369152.84
300393,2018/12/31,111031229.4
300401,2018/12/31,30511965.76
300529,2018/12/31,46137850.28
300596,2018/12/31,67125742.79
