Stkcd,Reptdt,Salary
300373,2018/12/31,1787700
300270,2018/12/31,1268900
300382,2018/12/31,2814500
300305,2018/12/31,1819300
300618,2018/12/31,1622700
300155,2018/12/31,2126800
300100,2018/12/31,3595700
300641,2018/12/31,3047200
300040,2018/12/31,884500
300489,2018/12/31,792500
300493,2018/12/31,3281300
300488,2018/12/31,1002600
300549,2018/12/31,2214600
300352,2018/12/31,1238300
300246,2018/12/31,2377700
300666,2018/12/31,551400
300168,2018/12/31,3450000
300397,2018/12/31,1206400
300292,2018/12/31,1560000
300048,2018/12/31,850800
300004,2018/12/31,2049100
300307,2018/12/31,1860000
300219,2018/12/31,4309800
300482,2018/12/31,2632800
300422,2018/12/31,1200900
300516,2018/12/31,1307600
300253,2018/12/31,2045900
300465,2018/12/31,2410000
300737,2018/12/31,2547500
300370,2018/12/31,1867200
300049,2018/12/31,1488900
300216,2018/12/31,489700
300111,2018/12/31,1479600
300230,2018/12/31,7266800
300417,2018/12/31,876100
300010,2018/12/31,4065500
300499,2018/12/31,1901300
300268,2018/12/31,1470000
300344,2018/12/31,1012700
300222,2018/12/31,3147000
300030,2018/12/31,1722200
300684,2018/12/31,3483300
300451,2018/12/31,1730700
300192,2018/12/31,979900
300015,2018/12/31,2841700
300462,2018/12/31,950000
300679,2018/12/31,2202600
300496,2018/12/31,2811600
300323,2018/12/31,1630000
300217,2018/12/31,1927100
300012,2018/12/31,2057300
300113,2018/12/31,3563600
300407,2018/12/31,909900
300388,2018/12/31,1949900
300143,2018/12/31,1151900
300069,2018/12/31,1580000
300444,2018/12/31,1311700
300409,2018/12/31,1921000
300175,2018/12/31,864000
300696,2018/12/31,1037800
300686,2018/12/31,1931800
300604,2018/12/31,2484000
300518,2018/12/31,963900
300160,2018/12/31,2067100
300432,2018/12/31,1905400
300509,2018/12/31,2345500
300340,2018/12/31,2000000
300002,2018/12/31,1736000
300561,2018/12/31,3620000
300359,2018/12/31,1016200
300743,2018/12/31,2753500
300402,2018/12/31,476900
300486,2018/12/31,1587800
300236,2018/12/31,2086300
300366,2018/12/31,1621600
300644,2018/12/31,766800
300191,2018/12/31,1560900
300153,2018/12/31,3287300
300410,2018/12/31,3459300
300055,2018/12/31,2834000
300459,2018/12/31,1569300
300353,2018/12/31,1606300
300315,2018/12/31,4857900
300118,2018/12/31,2790500
300550,2018/12/31,1483000
300688,2018/12/31,1223900
300133,2018/12/31,2889800
300221,2018/12/31,1944200
300198,2018/12/31,851700
300720,2018/12/31,396200
300234,2018/12/31,1119900
300740,2018/12/31,2154100
300237,2018/12/31,809000
300232,2018/12/31,1606800
300571,2018/12/31,1521400
300151,2018/12/31,2085300
300731,2018/12/31,3583100
300317,2018/12/31,2421000
300601,2018/12/31,2930700
300578,2018/12/31,987300
300555,2018/12/31,791400
300166,2018/12/31,1918000
300468,2018/12/31,1681300
300300,2018/12/31,914800
300733,2018/12/31,2161200
300551,2018/12/31,1496400
300506,2018/12/31,1735800
300273,2018/12/31,2204600
300463,2018/12/31,2650000
300152,2018/12/31,1271300
300084,2018/12/31,2001300
300466,2018/12/31,1092500
300142,2018/12/31,2458500
300088,2018/12/31,3700200
300347,2018/12/31,2238700
300331,2018/12/31,1044500
300005,2018/12/31,6151900
300241,2018/12/31,1458400
300187,2018/12/31,1551100
300526,2018/12/31,944000
300512,2018/12/31,1775000
300182,2018/12/31,2033800
300104,2018/12/31,1820000
300350,2018/12/31,828000
300523,2018/12/31,2678700
300275,2018/12/31,1644600
300203,2018/12/31,1077700
300189,2018/12/31,1182200
300130,2018/12/31,1237300
300077,2018/12/31,2963000
300280,2018/12/31,1367100
300433,2018/12/31,8880000
300364,2018/12/31,1285500
300313,2018/12/31,1153600
300758,2018/12/31,1461500
300325,2018/12/31,2009000
300404,2018/12/31,1392200
300351,2018/12/31,1480000
300022,2018/12/31,510900
300226,2018/12/31,2687400
300254,2018/12/31,1820400
300095,2018/12/31,812400
300035,2018/12/31,1222300
300311,2018/12/31,2395900
300392,2018/12/31,1776000
300180,2018/12/31,5272400
300460,2018/12/31,561600
300461,2018/12/31,5984800
300434,2018/12/31,3165000
300467,2018/12/31,1334000
300053,2018/12/31,1835400
300269,2018/12/31,3986000
300343,2018/12/31,1220200
300197,2018/12/31,2599300
300431,2018/12/31,3922100
300027,2018/12/31,6285400
300324,2018/12/31,928600
300128,2018/12/31,1530800
300071,2018/12/31,2517900
300001,2018/12/31,2670100
300028,2018/12/31,768700
300266,2018/12/31,1808000
300411,2018/12/31,1169300
300123,2018/12/31,930400
300247,2018/12/31,1312800
300082,2018/12/31,2407700
300061,2018/12/31,2424900
300362,2018/12/31,1338900
300426,2018/12/31,1833300
300135,2018/12/31,809600
300156,2018/12/31,2490000
300147,2018/12/31,1010000
300116,2018/12/31,390000
300090,2018/12/31,1599300
300742,2018/12/31,846000
300089,2018/12/31,1205000
300093,2018/12/31,478600
300257,2018/12/31,5681400
300038,2018/12/31,1783900
300074,2018/12/31,2310000
300149,2018/12/31,1823400
300181,2018/12/31,1900700
300504,2018/12/31,1848300
300528,2018/12/31,694200
300535,2018/12/31,2152700
300552,2018/12/31,1199100
300553,2018/12/31,735000
300622,2018/12/31,1455600
300705,2018/12/31,1889100
300756,2018/12/31,3470200
300312,2018/12/31,1015200
300011,2018/12/31,1518500
300039,2018/12/31,1577800
300044,2018/12/31,2476400
300073,2018/12/31,2090800
300079,2018/12/31,2332800
300083,2018/12/31,4792200
300085,2018/12/31,624000
300096,2018/12/31,2227400
300086,2018/12/31,923000
300117,2018/12/31,951700
300154,2018/12/31,1875000
300174,2018/12/31,3596100
300235,2018/12/31,1222000
300255,2018/12/31,1490700
300256,2018/12/31,3474500
300258,2018/12/31,1184800
300251,2018/12/31,2163500
300272,2018/12/31,1983800
300318,2018/12/31,1529400
300319,2018/12/31,1155700
300390,2018/12/31,822500
300415,2018/12/31,7216400
300418,2018/12/31,7099800
300297,2018/12/31,1682300
300478,2018/12/31,1858800
300428,2018/12/31,900000
300271,2018/12/31,943200
300447,2018/12/31,902200
300471,2018/12/31,871400
300472,2018/12/31,996600
300484,2018/12/31,1466500
300495,2018/12/31,2506800
300521,2018/12/31,1050000
300014,2018/12/31,2036900
300532,2018/12/31,1850400
300533,2018/12/31,2626300
300563,2018/12/31,1480000
300565,2018/12/31,916900
300567,2018/12/31,4164200
300587,2018/12/31,1500000
300611,2018/12/31,1296800
300626,2018/12/31,1800100
300631,2018/12/31,977500
300650,2018/12/31,1087400
300662,2018/12/31,11332100
300665,2018/12/31,674600
300689,2018/12/31,751600
300701,2018/12/31,834500
300712,2018/12/31,1636700
300716,2018/12/31,1440000
300727,2018/12/31,1939200
300729,2018/12/31,2043100
300736,2018/12/31,2331700
300760,2018/12/31,44098600
300585,2018/12/31,1278300
300102,2018/12/31,1061300
300339,2018/12/31,3268500
300721,2018/12/31,1152900
300497,2018/12/31,2468000
300334,2018/12/31,1080000
300677,2018/12/31,1738300
300413,2018/12/31,9865500
300163,2018/12/31,736400
300034,2018/12/31,1686300
300296,2018/12/31,908100
300589,2018/12/31,700000
300112,2018/12/31,1495600
300264,2018/12/31,1229500
300299,2018/12/31,1512900
300582,2018/12/31,2828200
300238,2018/12/31,1930100
300157,2018/12/31,2203600
300120,2018/12/31,1294100
300634,2018/12/31,2937200
