Stkcd,Reptdt,Shrcr
300528,2018/12/31,0.4728
300062,2018/12/31,0.2026
300339,2018/12/31,0.1754
300474,2018/12/31,0.3588
300257,2018/12/31,0.575
300721,2018/12/31,0.2117
300622,2018/12/31,0.2708
300181,2018/12/31,0.2846
300479,2018/12/31,0.4265
300552,2018/12/31,0.5219
300705,2018/12/31,0.3716
300756,2018/12/31,0.2062
300553,2018/12/31,0.1421
300097,2018/12/31,0.2865
300177,2018/12/31,0.2617
300210,2018/12/31,0.4394
300264,2018/12/31,0.2825
300371,2018/12/31,0.3788
300440,2018/12/31,0.5137
300348,2018/12/31,0.1665
300569,2018/12/31,0.3
300441,2018/12/31,0.5247
300634,2018/12/31,0.2227
300454,2018/12/31,0.209
300562,2018/12/31,0.455
300669,2018/12/31,0.4353
300697,2018/12/31,0.3625
300757,2018/12/31,0.405
300070,2018/12/31,0.2277
300072,2018/12/31,0.2947
300124,2018/12/31,0.1864
300172,2018/12/31,0.2813
300159,2018/12/31,0.15
300212,2018/12/31,0.352
300200,2018/12/31,0.2384
300214,2018/12/31,0.2593
300245,2018/12/31,0.0948
300276,2018/12/31,0.2717
300640,2018/12/31,0.4705
300284,2018/12/31,0.2178
300558,2018/12/31,0.1997
300708,2018/12/31,0.2886
300375,2018/12/31,0.3593
300301,2018/12/31,0.1577
300341,2018/12/31,0.4096
300503,2018/12/31,0.3679
300425,2018/12/31,0.4064
300329,2018/12/31,0.2733
300520,2018/12/31,0.3401
300490,2018/12/31,0.3811
300695,2018/12/31,0.3613
300170,2018/12/31,0.1069
300288,2018/12/31,0.3625
300400,2018/12/31,0.3276
300282,2018/12/31,0.272
300508,2018/12/31,0.3438
300321,2018/12/31,0.3286
300383,2018/12/31,0.3327
300448,2018/12/31,0.3522
300560,2018/12/31,0.5351
300636,2018/12/31,0.1909
300739,2018/12/31,0.5995
300747,2018/12/31,0.34
300755,2018/12/31,0.6374
300548,2018/12/31,0.2016
300554,2018/12/31,0.3975
300589,2018/12/31,0.2899
300592,2018/12/31,0.1307
300239,2018/12/31,0.3214
300262,2018/12/31,0.4169
300106,2018/12/31,0.4217
300207,2018/12/31,0.2823
300169,2018/12/31,0.0987
300281,2018/12/31,0.2913
300519,2018/12/31,0.3825
300098,2018/12/31,0.3052
300020,2018/12/31,0.2702
300051,2018/12/31,0.3776
300150,2018/12/31,0.1963
300456,2018/12/31,0.5131
300420,2018/12/31,0.1191
300419,2018/12/31,0.2032
300277,2018/12/31,0.2985
300387,2018/12/31,0.3246
300278,2018/12/31,0.2746
300573,2018/12/31,0.3092
300588,2018/12/31,0.33
300598,2018/12/31,0.3298
300670,2018/12/31,0.3955
300691,2018/12/31,0.1079
300703,2018/12/31,0.3113
300607,2018/12/31,0.4037
300759,2018/12/31,0.266
300356,2018/12/31,0.2437
300396,2018/12/31,0.538
300408,2018/12/31,0.3702
300412,2018/12/31,0.3016
300500,2018/12/31,0.444
300540,2018/12/31,0.1289
300582,2018/12/31,0.381
300557,2018/12/31,0.2553
300087,2018/12/31,0.215
300243,2018/12/31,0.2227
300110,2018/12/31,0.1692
300223,2018/12/31,0.2017
300261,2018/12/31,0.3112
300162,2018/12/31,0.2215
300250,2018/12/31,0.3799
300167,2018/12/31,0.3784
300299,2018/12/31,0.1782
300295,2018/12/31,0.1688
300600,2018/12/31,0.3869
300616,2018/12/31,0.2349
300627,2018/12/31,0.2374
300643,2018/12/31,0.5025
300683,2018/12/31,0.387
300730,2018/12/31,0.088
300044,2018/12/31,0.1467
300096,2018/12/31,0.1621
300083,2018/12/31,0.1608
300085,2018/12/31,0.1898
300145,2018/12/31,0.2
300079,2018/12/31,0.1497
300011,2018/12/31,0.2143
300174,2018/12/31,0.2479
300073,2018/12/31,0.225
300117,2018/12/31,0.4166
300102,2018/12/31,0.0834
300039,2018/12/31,0.3001
300112,2018/12/31,0.2023
300154,2018/12/31,0.3874
300255,2018/12/31,0.3569
300256,2018/12/31,0.1357
300235,2018/12/31,0.1899
300251,2018/12/31,0.4406
300258,2018/12/31,0.458
300272,2018/12/31,0.3796
300289,2018/12/31,0.2971
300318,2018/12/31,0.3891
300319,2018/12/31,0.2644
300354,2018/12/31,0.5118
300386,2018/12/31,0.319
300368,2018/12/31,0.2886
300390,2018/12/31,0.3475
300415,2018/12/31,0.3375
300418,2018/12/31,0.174
300428,2018/12/31,0.1188
300471,2018/12/31,0.3355
300447,2018/12/31,0.4952
300472,2018/12/31,0.0843
300701,2018/12/31,0.2801
300533,2018/12/31,0.433
300648,2018/12/31,0.1634
300565,2018/12/31,0.1414
300611,2018/12/31,0.426
300712,2018/12/31,0.2998
300585,2018/12/31,0.3595
300716,2018/12/31,0.4078
300727,2018/12/31,0.4145
300665,2018/12/31,0.2536
300631,2018/12/31,0.3032
300650,2018/12/31,0.3078
300718,2018/12/31,0.405
300563,2018/12/31,0.2394
300587,2018/12/31,0.198
300760,2018/12/31,0.269
300662,2018/12/31,0.363
300689,2018/12/31,0.4125
300649,2018/12/31,0.09
300736,2018/12/31,0.3108
300729,2018/12/31,0.2801
300567,2018/12/31,0.2922
300626,2018/12/31,0.4096
300484,2018/12/31,0.1545
300495,2018/12/31,0.4169
300521,2018/12/31,0.3412
300532,2018/12/31,0.4612
300008,2018/12/31,0.1883
300032,2018/12/31,0.2495
300056,2018/12/31,0.1489
300063,2018/12/31,0.235
300131,2018/12/31,0.2655
300206,2018/12/31,0.2086
300157,2018/12/31,0.1564
300068,2018/12/31,0.1356
300279,2018/12/31,0.1656
300283,2018/12/31,0.5343
300546,2018/12/31,0.3927
300651,2018/12/31,0.2171
300294,2018/12/31,0.3095
300308,2018/12/31,0.209
300326,2018/12/31,0.0696
300332,2018/12/31,0.1944
300333,2018/12/31,0.2136
300376,2018/12/31,0.5619
300380,2018/12/31,0.3141
300470,2018/12/31,0.285
300502,2018/12/31,0.1376
300505,2018/12/31,0.4469
300593,2018/12/31,0.2182
300510,2018/12/31,0.2724
300608,2018/12/31,0.3012
300021,2018/12/31,0.233
300065,2018/12/31,0.1964
300119,2018/12/31,0.4265
300094,2018/12/31,0.2714
300139,2018/12/31,0.2592
300628,2018/12/31,0.2137
300667,2018/12/31,0.2956
300668,2018/12/31,0.4493
300702,2018/12/31,0.393
300752,2018/12/31,0.5047
300108,2018/12/31,0.2392
300267,2018/12/31,0.4144
300287,2018/12/31,0.1329
300290,2018/12/31,0.2458
300291,2018/12/31,0.1316
300302,2018/12/31,0.1981
300293,2018/12/31,0.4219
300306,2018/12/31,0.2785
300310,2018/12/31,0.0759
300335,2018/12/31,0.1403
300337,2018/12/31,0.3444
300338,2018/12/31,0.1564
300355,2018/12/31,0.2237
300360,2018/12/31,0.2281
300363,2018/12/31,0.1576
300369,2018/12/31,0.1835
300377,2018/12/31,0.23
300381,2018/12/31,0.3482
300384,2018/12/31,0.4049
300399,2018/12/31,0.4024
300405,2018/12/31,0.4976
300424,2018/12/31,0.1953
300427,2018/12/31,0.3542
300438,2018/12/31,0.3194
300449,2018/12/31,0.2653
300442,2018/12/31,0.278
300464,2018/12/31,0.5116
300126,2018/12/31,0.2665
300134,2018/12/31,0.4311
300136,2018/12/31,0.2029
300141,2018/12/31,0.4451
300158,2018/12/31,0.421
300165,2018/12/31,0.3341
300171,2018/12/31,0.6125
300173,2018/12/31,0.1883
300178,2018/12/31,0.2873
300185,2018/12/31,0.1376
300473,2018/12/31,0.3551
300477,2018/12/31,0.2248
300511,2018/12/31,0.394
300483,2018/12/31,0.1399
300513,2018/12/31,0.1766
300514,2018/12/31,0.2419
300527,2018/12/31,0.474
300530,2018/12/31,0.6005
300537,2018/12/31,0.4533
300543,2018/12/31,0.2258
300566,2018/12/31,0.2011
300576,2018/12/31,0.136
300581,2018/12/31,0.4569
300597,2018/12/31,0.2
300599,2018/12/31,0.2982
300603,2018/12/31,0.377
300605,2018/12/31,0.3306
300606,2018/12/31,0.3075
300621,2018/12/31,0.3825
300625,2018/12/31,0.2224
300633,2018/12/31,0.2543
300642,2018/12/31,0.2003
300647,2018/12/31,0.228
300654,2018/12/31,0.4671
300656,2018/12/31,0.1439
300660,2018/12/31,0.37
300661,2018/12/31,0.2097
300663,2018/12/31,0.2999
300006,2018/12/31,0.2271
300013,2018/12/31,0.1104
300031,2018/12/31,0.2275
300046,2018/12/31,0.3002
300050,2018/12/31,0.2045
300058,2018/12/31,0.0878
300075,2018/12/31,0.2838
300099,2018/12/31,0.3044
300043,2018/12/31,0.3277
300664,2018/12/31,0.301
300672,2018/12/31,0.2191
300698,2018/12/31,0.3075
300706,2018/12/31,0.3788
300694,2018/12/31,0.3475
300707,2018/12/31,0.2237
300693,2018/12/31,0.1903
300674,2018/12/31,0.3098
300676,2018/12/31,0.3718
300680,2018/12/31,0.2797
300687,2018/12/31,0.1641
300195,2018/12/31,0.2522
300199,2018/12/31,0.2354
300208,2018/12/31,0.2173
300202,2018/12/31,0.2821
300209,2018/12/31,0.2136
300225,2018/12/31,0.1543
300231,2018/12/31,0.2505
300252,2018/12/31,0.3441
300265,2018/12/31,0.5519
300710,2018/12/31,0.2468
300709,2018/12/31,0.2195
300711,2018/12/31,0.5301
300713,2018/12/31,0.4508
300745,2018/12/31,0.3079
300735,2018/12/31,0.613
300750,2018/12/31,0.2604
300002,2018/12/31,0.1317
300004,2018/12/31,0.1266
300005,2018/12/31,0.2191
300010,2018/12/31,0.1719
300012,2018/12/31,0.1172
300015,2018/12/31,0.3911
300030,2018/12/31,0.2343
300040,2018/12/31,0.2078
300048,2018/12/31,0.2121
300049,2018/12/31,0.1131
300055,2018/12/31,0.275
300069,2018/12/31,0.2804
300061,2018/12/31,0.2612
300077,2018/12/31,0.03
300084,2018/12/31,0.1786
300088,2018/12/31,0.1181
300100,2018/12/31,0.5027
300104,2018/12/31,0.2443
300109,2018/12/31,0.2
300111,2018/12/31,0.1737
300113,2018/12/31,0.4036
300130,2018/12/31,0.2887
300118,2018/12/31,0.291
300133,2018/12/31,0.2629
300137,2018/12/31,0.1486
300142,2018/12/31,0.1199
300143,2018/12/31,0.2266
300151,2018/12/31,0.4586
300152,2018/12/31,0.295
300153,2018/12/31,0.372
300155,2018/12/31,0.3738
300160,2018/12/31,0.2436
300166,2018/12/31,0.1684
300168,2018/12/31,0.2325
300175,2018/12/31,0.2246
300182,2018/12/31,0.3357
300187,2018/12/31,0.6259
300191,2018/12/31,0.4708
300189,2018/12/31,0.1392
300198,2018/12/31,0.2596
300192,2018/12/31,0.3858
300203,2018/12/31,0.2465
300216,2018/12/31,0.1378
300217,2018/12/31,0.1637
300219,2018/12/31,0.2747
300221,2018/12/31,0.1999
300222,2018/12/31,0.2623
300230,2018/12/31,0.2953
300232,2018/12/31,0.4141
300234,2018/12/31,0.3336
300236,2018/12/31,0.1985
300237,2018/12/31,0.2723
300241,2018/12/31,0.2484
300238,2018/12/31,0.2076
300253,2018/12/31,0.1149
300246,2018/12/31,0.3353
300268,2018/12/31,0.299
300270,2018/12/31,0.4984
300273,2018/12/31,0.1821
300275,2018/12/31,0.2989
300280,2018/12/31,0.2292
300292,2018/12/31,0.2355
300305,2018/12/31,0.2362
300300,2018/12/31,0.4124
300307,2018/12/31,0.3024
300459,2018/12/31,0.1785
300462,2018/12/31,0.3877
300463,2018/12/31,0.122
300465,2018/12/31,0.3028
300388,2018/12/31,0.3963
300313,2018/12/31,0.1835
300409,2018/12/31,0.3196
300323,2018/12/31,0.1659
300331,2018/12/31,0.2222
300352,2018/12/31,0.3077
300373,2018/12/31,0.4161
300407,2018/12/31,0.248
300340,2018/12/31,0.1914
300350,2018/12/31,0.2501
300366,2018/12/31,0.2578
300382,2018/12/31,0.6081
300370,2018/12/31,0.2322
300402,2018/12/31,0.5752
300317,2018/12/31,0.2685
300347,2018/12/31,0.2482
300397,2018/12/31,0.407
300344,2018/12/31,0.2501
300359,2018/12/31,0.2407
300364,2018/12/31,0.1443
300353,2018/12/31,0.345
300315,2018/12/31,0.0698
300482,2018/12/31,0.2294
300466,2018/12/31,0.2906
300468,2018/12/31,0.2567
300486,2018/12/31,0.2857
300410,2018/12/31,0.4495
300489,2018/12/31,0.2733
300488,2018/12/31,0.4861
300496,2018/12/31,0.3522
300499,2018/12/31,0.1989
300493,2018/12/31,0.3007
300506,2018/12/31,0.4553
300509,2018/12/31,0.33
300516,2018/12/31,0.5825
300512,2018/12/31,0.3853
300518,2018/12/31,0.4476
300523,2018/12/31,0.2012
300526,2018/12/31,0.3368
300551,2018/12/31,0.3892
300555,2018/12/31,0.1046
300561,2018/12/31,0.3772
300571,2018/12/31,0.2642
300578,2018/12/31,0.2908
300601,2018/12/31,0.5383
300604,2018/12/31,0.281
300618,2018/12/31,0.2195
300733,2018/12/31,0.3399
300641,2018/12/31,0.2813
300549,2018/12/31,0.3377
300737,2018/12/31,0.2509
300550,2018/12/31,0.5419
300740,2018/12/31,0.2351
300743,2018/12/31,0.1529
300644,2018/12/31,0.1445
300433,2018/12/31,0.7517
300422,2018/12/31,0.2128
300758,2018/12/31,0.2729
300451,2018/12/31,0.1839
300432,2018/12/31,0.2849
300444,2018/12/31,0.1733
300417,2018/12/31,0.1532
300666,2018/12/31,0.2827
300679,2018/12/31,0.2541
300686,2018/12/31,0.2315
300684,2018/12/31,0.2482
300688,2018/12/31,0.314
300696,2018/12/31,0.1383
300720,2018/12/31,0.433
300731,2018/12/31,0.2064
300001,2018/12/31,0.3992
300022,2018/12/31,0.1313
300027,2018/12/31,0.2069
300035,2018/12/31,0.1556
300071,2018/12/31,0.3031
300053,2018/12/31,0.1631
300095,2018/12/31,0.1644
300128,2018/12/31,0.108
300180,2018/12/31,0.0931
300197,2018/12/31,0.3676
300226,2018/12/31,0.252
300254,2018/12/31,0.1191
300269,2018/12/31,0.1951
300311,2018/12/31,0.3879
300324,2018/12/31,0.336
300325,2018/12/31,0.3767
300343,2018/12/31,0.2127
300351,2018/12/31,0.1571
300392,2018/12/31,0.3237
300404,2018/12/31,0.3861
300431,2018/12/31,0.2134
300434,2018/12/31,0.1663
300460,2018/12/31,0.3825
300461,2018/12/31,0.2054
300467,2018/12/31,0.0988
300014,2018/12/31,0.3735
300086,2018/12/31,0.3949
300271,2018/12/31,0.1997
300297,2018/12/31,0.1523
300312,2018/12/31,0.3473
300334,2018/12/31,0.2106
300478,2018/12/31,0.3185
300497,2018/12/31,0.3378
300677,2018/12/31,0.4197
300028,2018/12/31,0.2798
300362,2018/12/31,0.3043
300156,2018/12/31,0.4125
300082,2018/12/31,0.5338
300090,2018/12/31,0.1369
300135,2018/12/31,0.3065
300116,2018/12/31,0.1358
300247,2018/12/31,0.1083
300123,2018/12/31,0.247
300266,2018/12/31,0.337
300147,2018/12/31,0.3424
300163,2018/12/31,0.2744
300413,2018/12/31,0.6791
300426,2018/12/31,0.3796
300411,2018/12/31,0.1972
300742,2018/12/31,0.2836
300089,2018/12/31,0.2982
300093,2018/12/31,0.1072
